"","BAM","PA_CF_1","PA_RH","PA_Temp","hour","h2o_rf","cvpreds","h2o_rf_m"
"3001",33.1,77.25966667,64.2,72.23333333,"3",37.6809766197205,38.3212076282501,37.4748873806
"3002",36.4,73.54766667,64.33333333,71.56666667,"4",37.4046546077728,36.9397737598419,36.5384223270416
"3003",38.2,76.98833333,64.56666667,70.73333333,"5",39.4024283885956,38.9103741645813,38.6999487686157
"3004",34,74.36116667,64.4,70.1,"6",36.6770536136627,36.3780192375183,35.7694072341919
"3005",37.6,73.85033334,62.76666667,71.36666667,"7",35.993807888031,34.9610761070251,35.1066671276093
"3006",35.3,69.44516667,57.5,74.7,"8",34.3303445911407,33.9867828321457,34.6700355577469
"3007",26.6,51.29216667,45.56666667,81.63333333,"9",28.4887526369095,28.8471718168259,28.6780059862137
"3008",26.1,48.76466667,37.03333333,87.3,"10",27.3881849002838,27.0291393852234,27.2254150819778
"3009",25,42.54458046,28.53333333,93.73333333,"11",27.1888725662231,27.8060116672516,27.193299498558
"3010",21.8,34.15855748,22.73333333,97.76666667,"12",24.7541871786118,24.2191144132614,24.5793962860107
"3011",21.7,30.757,20.76666667,99.2,"13",22.2512297916412,22.5245576572418,22.2291633224487
"3012",22.3,25.28666667,19.93333333,99.23333333,"14",19.366606760025,19.3952174806595,19.5815968823433
"3013",22.7,26.659,21.8,97.53333333,"15",21.0169377183914,20.1617800664902,20.4396637153625
"3014",24.7,32.36983334,27.16666667,92.46666667,"16",24.9552069449425,23.2737179708481,23.598163151741
"3015",33,43.282,35.13333333,86.4,"17",30.8039081525803,31.1296925926208,31.478248462677
"3016",31.3,49.67666667,40.36666667,83.13333333,"18",32.1882643032074,32.3753250312805,32.3962468767166
"3017",38.2,57.70766667,43.53333333,82.8,"19",37.2611699199676,36.2552103471756,36.7057748889923
"3018",35.7,64.30766667,46.83333333,82,"20",38.3492451524735,39.2795617103577,38.8355748939514
"3019",34.3,58.51666667,49.7,80.9,"21",35.8570166540146,36.266633143425,35.3021268892288
"3020",31.2,55.85133333,53.06666667,79.73333333,"22",33.8427071094513,31.7276482200623,33.0403604650497
"3021",37.5,64.7895,56.16666667,79,"23",39.2218872261047,39.142008934021,38.724082736969
"3022",41.2,77.3785,60.1,78.4,"0",40.845231628418,39.3285424613953,39.5321253013611
"3023",36.3,74.83716667,62,77.03333333,"1",37.7535767364502,37.700519657135,37.1038064670563
"3024",31.2,61.34716667,61.93333333,77,"2",30.5889722537994,30.0474002408981,30.1570775413513
"3025",23,48.44583333,61.66666667,77,"3",24.1288752555847,24.0524837493896,24.2636370801926
"3026",30.3,53.9735,59.53333333,77,"4",27.4687601900101,26.7065394258499,27.6465843296051
"3027",37.4,68.06266667,61.2,76.1,"5",33.7473991727829,33.1735272789001,33.7816841077805
"3028",37.3,68.79666667,60.73333333,76,"6",35.3964650297165,34.4397656154633,35.5913668489456
"3029",36.4,69.6945,63,75.73333333,"7",33.9325323724747,33.425376124382,33.9924913311005
"3030",27.6,64.977,60.6,77.43333333,"8",31.3867810249329,32.0539123725891,31.0941079378128
"3031",32.3,56.7145,51.53333333,81.93333333,"9",30.7579586362839,28.1774902772903,29.2799865007401
"3032",25.7,44.33733334,44.9,86.16666667,"10",24.4878625774384,24.8698120641708,25.2178734636307
"3033",21.4,34.774,41.9,87.7,"11",20.2736055088043,19.3117369103432,19.5207875323296
"3034",19.3,35.00583334,41.23333333,88.63333333,"12",20.963045361042,22.0208091545105,21.2366408777237
"3035",19.2,32.585,41.33333333,88.36666667,"13",20.5802550816536,19.4600277662277,19.9346683645248
"3036",18.9,31.52733333,38.76666667,90.5,"14",18.2213949322701,18.6226826429367,18.7720954394341
"3037",23.4,30.82066667,38.76666667,90.26666667,"15",22.6385167455673,23.2463659620285,24.7265725564957
"3038",21.2,39.67333334,44.43333333,86.4,"16",24.2189794826508,25.9162400484085,24.7041797351837
"3039",29,44.74,46.53333333,84.96666667,"17",29.1112221002579,30.7995960474014,30.7546188926697
"3040",35.4,57.48133333,50.73333333,82.56666667,"18",36.9771336746216,36.522894821167,36.9427399969101
"3041",53.7,93.37283334,53.06666667,82,"19",53.9505728816986,54.6574444293976,54.7167243480682
"3042",28.7,61.02116667,55.7,80.53333333,"20",35.9217382860184,36.7197756385803,34.4018811893463
"3043",24.3,43.07666667,59.13333333,79.23333333,"21",26.4808026409149,26.9140613698959,26.0272647571564
"3044",19.8,37.32,60.03333333,78.43333333,"22",20.8381859540939,21.8293993806839,21.3217436289787
"3045",16.7,33.58383334,62.2,77.2,"23",18.8305572986603,19.9387197971344,19.3714856171608
"3046",11.2,36.09333333,64.03333333,76,"0",18.0226412463188,18.9548789834976,18.0608924269676
"3047",19.7,39.94816667,65.53333333,75.33333333,"1",19.5145339369774,19.5192032933235,19.6504500126839
"3048",20.3,38.70483334,65.93333333,75,"2",18.8772699356079,18.9506758379936,19.1186902689934
"3049",17.2,39.068,65.9,74.9,"3",18.986512491703,19.6784621524811,19.1040246343613
"3050",18.8,40.873,66.2,74,"4",19.4338034343719,19.4976691651344,19.1848210859299
"3051",20.9,37.96016667,66.83333333,74,"5",19.8788131427765,19.3252599382401,19.4993722367287
"3052",17.5,35.59216667,66.03333333,74.43333333,"6",20.1718212413788,19.3238505482674,19.6987287998199
"3053",13.9,33.61433333,63.6,76.13333333,"7",19.4309444260597,19.445754070282,18.5921655964851
"3054",10.2,28.74016667,59.86666667,78.6,"8",12.5298871731758,17.3382416701317,12.8832450652123
"3055",10.5,21.17383334,57.26666667,80.03333333,"9",15.293746535778,15.6348762464523,15.1561417484283
"3056",13.6,24.50716667,57.26666667,80.76666667,"10",15.6011332178116,16.30695992589,15.8511943912506
"3057",8.5,22.56483334,54.2,82.13333333,"11",18.8782276248932,17.509709239006,16.0437514662743
"3058",5.2,19.008,40.63333333,90.1,"12",14.7836032879353,16.2121287488937,14.9052049732208
"3059",7.1,15.05816667,31.76666667,95.3,"13",12.7610010457039,14.4037191581726,13.3373817062378
"3060",11.6,15.01133333,32.36666667,93.73333333,"14",13.2950138664246,15.012574942112,14.5446023774147
"3061",13.7,16.5685,30.36666667,95.13333333,"15",15.4232241415977,16.2855952548981,16.0124228167534
"3062",10.5,18.42716667,32.76666667,92.1,"16",16.9354512214661,19.1036982774734,18.0530057239532
"3063",25.8,23.3485,37.26666667,88.33333333,"17",21.7809410095215,21.0896462726593,21.7955310153961
"3064",21.9,29.2955,45.46666667,83.9,"18",21.9067808389664,22.8923047161102,22.8078561830521
"3065",22.4,28.86266667,51.1,81.66666667,"19",24.1190760016441,23.2323367834091,23.0207223629951
"3066",18.7,28.36416667,55.1,79.4,"20",22.6801195192337,22.9975401163101,21.8653367900848
"3067",11.8,27.589,59.03333333,78,"21",18.2493560743332,21.1010041737556,19.4892689943314
"3068",12.4,22.27866667,60.2,78,"22",18.3216641163826,19.3418900895119,18.4431291747093
"3069",12.1,20.2885,61.26666667,77.23333333,"23",15.0759512400627,15.494187746048,15.0878994846344
"3070",10.4,19.74066667,61.9,77,"0",15.3793755149841,14.6678712248802,14.3522439265251
"3071",13.9,20.45116667,62.83333333,76.63333333,"1",14.2061418056488,14.8713629722595,14.5997975802422
"3072",6.8,21.32216667,63.16666667,76,"2",14.0957278227806,14.9256235408783,14.2745183980465
"3073",12.9,32.57233334,63.7,75.13333333,"3",15.2530417466164,16.5680027580261,15.8841963291168
"3074",17.7,40.13483333,64.4,75,"4",19.8757700276375,19.7730429458618,19.0442194700241
"3075",10.2,27.6095,65.5,74.06666667,"5",15.0721217250824,16.9500415706635,15.0971342730522
"3076",13.3,36.62916667,65.5,74.43333333,"6",20.2490368890762,20.1838846254349,19.1353794336319
"3077",17.8,47.17233333,62.43333333,76.4,"7",24.2490875816345,25.1226771354675,24.0708622455597
"3078",15.6,35.627,57.16666667,79.9,"8",20.7809150910378,19.4082666563988,19.326344230175
"3079",8.2,23.994,49.23333333,84.9,"9",16.6868905329704,16.071767718792,15.7754963088036
"3080",10.7,20.83733334,44.83333333,87,"10",13.4784309005737,14.7091037297249,14.028141181469
"3081",5.1,20.13566667,42.8,88.56666667,"12",16.4766688585281,16.231063272953,15.3051264834404
"3082",15.8,13.64866667,37.26666667,91.33333333,"13",12.8887426352501,13.4838284730911,13.5038902878761
"3083",7,11.85383334,38.36666667,89,"14",12.8741875338554,13.9167768263817,13.1278290534019
"3084",9.9,14.37533333,38.43333333,88.9,"15",14.6781377482414,15.7236921310425,14.8014067316055
"3085",13.2,15.66533333,39.46666667,88.16666667,"16",18.3192621660233,16.7092823767662,17.5691226100922
"3086",16.9,23.82033333,43.7,85.1,"17",21.4044039916992,20.9882691049576,21.0581732177734
"3087",20.4,34.122,47.63333333,83.26666667,"18",25.2727991485596,25.6546586704254,24.2596369028091
"3088",26.3,41.7505,53.6,81.8,"19",28.1207897090912,26.2421525812149,25.8290257549286
"3089",18,33.654,57.5,79.7,"20",23.870283741951,24.7456531906128,23.3538414216042
"3090",17.7,36.35416667,60.56666667,78.2,"21",21.7872619462013,23.0252039432526,21.6941525840759
"3091",16.8,38.80716667,62.83333333,77.43333333,"22",20.0207782793045,20.7839679384232,20.3716783094406
"3092",18.3,46.54883334,63.7,77.1,"23",22.9826287508011,25.4941929531097,23.6013089370728
"3093",23.2,49.20283334,63.7,77,"0",25.8909083747864,25.1028656721115,24.9898527860641
"3094",23,50.87716667,64.26666667,76.16666667,"1",24.9166802453995,24.1741393136978,23.8655113458633
"3095",23.5,49.66083334,65.13333333,75.7,"2",25.419041762352,24.5937061405182,24.1367535018921
"3096",24.1,45.55933334,65.83333333,74.5,"3",22.7569960689545,20.9135732650757,22.046436123848
"3097",18.7,42.61483334,65,74.03333333,"4",19.6114739227295,19.9223165822029,19.4058423900604
"3098",21.4,42.21266667,65,74,"5",20.7436063981056,20.5423779392242,21.168889439106
"3099",20.6,45.57166667,65,73.83333333,"6",22.0597580003738,21.8905600428581,20.7712306547165
"3100",17.9,46.00783334,64.26666667,74.2,"7",22.9290800666809,23.764496512413,22.944590754509
"3101",19.5,43.69966667,59.7,76.86666667,"8",21.982127866745,22.4756653022766,21.7746124076843
"3102",17.8,35.14416667,54.56666667,80.2,"9",18.9917028069496,18.9551329421997,19.0650657582283
"3103",7.1,22.56216667,53.63333333,81.1,"10",15.4496349453926,16.2491204977036,15.5429870772362
"3104",7.8,18.40083334,48.46666667,83.83333333,"11",15.064728000164,16.527714381218,15.3280434775352
"3105",12.4,17.394,47,84.8,"12",15.6067316317558,15.5119143891335,15.1676723361015
"3106",10.7,21.2015,45.83333333,86.1,"13",16.6969343161583,17.8516933894157,16.6803262615204
"3107",7.5,19.4925,51.7,85.1,"14",15.6525819158554,17.0948654651642,15.5714139568806
"3108",4.4,10.635,55.8,82.46666667,"15",11.5327950060368,13.3653171277046,11.6403056669235
"3109",14.5,14.72733334,56.26666667,81.46666667,"16",13.1651680219173,12.9512153232098,13.6287002897263
"3110",8.6,15.37166667,60.63333333,79.76666667,"17",11.9546911144257,14.2623958969116,12.1851609945297
"3111",9.8,17.939,62.06666667,79,"18",12.8620007419586,15.8542596554756,14.2873609280586
"3112",25,57.44,63.2,78.83333333,"19",31.3287445831299,33.5087490415573,30.7244128704071
"3113",12.4,22.79916667,66.53333333,77.36666667,"20",16.9509487009048,18.7212762379646,16.8288541841507
"3114",14.4,24.4405,65.93333333,77.03333333,"21",17.3886383843422,18.3736056876183,17.371803855896
"3115",9.7,20.0665,68,76.7,"22",15.3209406161308,17.1856731939316,14.7826938986778
"3116",4.3,12.7305,69.76666667,75.96666667,"23",6.8619591987133,8.52080992460251,7.73798897743225
"3117",7.3,13.47083333,70.1,75.6,"0",9.10081969380379,9.6893819129467,8.931869597435
"3118",6.6,28.14733334,69,76,"1",13.621888833046,15.5470862531662,14.1274990093708
"3119",6,12.667,68.83333333,76,"2",7.91247807860374,10.1857787930965,8.90116765260696
"3120",7.9,11.55433334,69.6,75.5,"3",9.33643288373947,9.4260953605175,9.04002748370171
"3121",1.7,8.949333334,70,75,"4",6.16364086508751,8.2890425491333,6.50222310364246
"3122",10.4,16.28066667,70.03333333,75,"5",11.2932231998444,12.6909095811844,12.1310721814632
"3123",7.9,17.2935,70.36666667,75,"6",11.1917969429493,11.1152925479412,10.2266717994213
"3124",6.3,16.96233334,68.73333333,75.6,"7",11.071619335413,10.4373396515846,9.20747200369835
"3125",6.5,28.30516667,67.56666667,76.6,"8",14.1273411870003,14.5095603311062,12.7511797761917
"3126",7.9,14.0945,67.9,77,"9",8.41896146535873,8.83407950282097,8.10710127353668
"3127",4.6,13.12733333,66.86666667,78.3,"10",7.72883068680763,8.95989318847656,6.9764679145813
"3128",3.6,10.80366667,60.8,80.5,"11",6.90674912929535,8.73532849788666,6.77020568192005
"3129",5.3,9.961833332,57.33333333,81.83333333,"12",5.80464699864388,7.4905290800333,6.12428390622139
"3130",12.2,10.088,53.7,84.16666667,"13",8.75745601218194,8.3973423999548,9.5938276219368
"3131",6.2,10.80133333,61.96666667,80.76666667,"14",10.4956413090229,9.76593648791313,8.1636331397295
"3132",7.2,13.66,65.43333333,78.5,"15",9.63951906561852,11.3737638115883,10.184279153347
"3133",11.6,20.12716667,64.26666667,79.06666667,"16",16.4088896751404,15.7877584815025,14.3021673238277
"3134",11.2,19.847,65.86666667,77.93333333,"17",17.0953868508339,15.1368209576607,13.5420713162422
"3135",8.6,14.43266667,67.83333333,76.63333333,"18",10.5852186262608,11.4859192037582,10.5353565311432
"3136",8.3,14.638,68.36666667,76,"19",10.7346745920181,11.9335593569279,10.9122248220444
"3137",5.1,10.20733334,68.43333333,76,"20",8.74887732982635,9.18202756762505,7.68961548745632
"3138",5.7,10.21216667,68.86666667,75.93333333,"21",8.12271286547184,8.35599003642798,7.42143146157265
"3139",5.6,12.99316667,68.76666667,75.96666667,"22",9.43313812494278,9.19896563053131,8.20791501760483
"3140",5.1,12.80033334,67.93333333,76,"23",7.32050007939339,9.24568515896797,8.31497218489647
"3141",-0.5,5.111166667,69.23333333,75.3,"0",4.44747058451176,5.97344255328178,4.24365992508829
"3142",4,4.945166667,70.96666667,74.36666667,"1",4.4192487026751,4.36388690203428,3.90094438791275
"3143",2.8,3.954166667,72,74,"2",4.86411185860634,4.52387005597353,3.45768666237593
"3144",0.2,4.403666667,72.1,74,"3",4.10229951888323,5.02029769778252,3.40391476750374
"3145",3.6,7.674333334,71.2,74,"4",4.03894920680672,4.47174923008308,4.09804810278118
"3146",7.9,14.686,71.66666667,74,"5",11.5009888780117,11.0837872302532,10.4877818083763
"3147",9.4,23.26566667,70.83333333,74,"6",15.4171327781677,15.5412912464142,14.8211930751801
"3148",13.5,38.56683334,70.36666667,74.06666667,"7",19.3853904128075,21.1822064232826,20.2976086950302
"3149",14,36.74483334,69.8,75,"8",18.5372982645035,19.2361390161514,17.8742692875862
"3150",8.4,27.9115,66.43333333,76.86666667,"9",14.8858273780346,16.5842282891273,14.7612115550041
"3151",4.6,13.5355,62.53333333,77.83333333,"10",9.15783194124699,9.39223046064377,7.38148423552513
"3152",3.1,12.463,57.1,80.8,"11",8.75734241008758,11.4775647389889,8.20986902534962
"3153",7.8,18.49233333,57.4,80.7,"12",14.7640670466423,15.0608608150482,14.2758057165146
"3154",5.2,16.4515,48.63333333,86.16666667,"13",17.1027900028229,16.1527827906609,15.4635199332237
"3155",16.1,14.9088161,47.56666667,85.7,"14",13.5968030333519,14.8546463251114,14.8092365264893
"3156",10.6,16.4685,52.36666667,82.8,"15",17.204931499958,16.670650203228,15.5434019517899
"3157",8.1,12.72083334,52.16666667,82.86666667,"16",13.061439204216,14.5833872127533,13.2129882574081
"3158",10.7,17.7725,55.1,80.96666667,"17",17.0629983496666,17.4764782500267,16.4549971318245
"3159",16.4,26.50483334,56.33333333,79.5,"18",22.1999648213387,21.4891538596153,21.0706078028679
"3160",18.3,23.141,61.3,77.5,"19",19.3012724804878,19.2863681745529,18.9114776325226
"3161",10.2,15.82733333,65.66666667,74.96666667,"20",10.0365384244919,10.9229319453239,10.8837620484829
"3162",6.9,16.95133333,62.76666667,74.03333333,"21",14.7866674089432,15.1076725935936,12.8172906136513
"3163",10.3,23.20483334,63.86666667,74.46666667,"22",16.856206600666,17.5955263137817,16.1859276771545
"3164",16.2,26.99766667,64.86666667,74.46666667,"23",16.8043623685837,16.7675425863266,16.9314987683296
"3165",14.8,28.99966667,65.56666667,74.26666667,"0",16.2164755547047,18.173322031498,16.0999768066406
"3166",17.1,32.68583334,66.43333333,74.03333333,"1",18.3942712044716,18.8258117890358,18.3025507330894
"3167",17.9,35.8975,66.4,74.73333333,"2",16.8743560361862,16.8588272404671,16.7889270162582
"3168",17.8,37.122,65.6,74.7,"3",18.0337369036674,18.2891896247864,18.0275896525383
"3169",15.4,35.27433334,64.06666667,74.23333333,"4",16.1988079595566,16.3281029343605,16.1315857744217
"3170",16.9,38.55035058,64.06666667,74,"5",19.145354282856,19.2426534080505,18.5874827432632
"3171",19.9,46.32766667,64.56666667,74,"6",21.0972271251678,21.7649733734131,21.1938286209106
"3172",27.1,50.04083333,65.33333333,74.36666667,"7",25.3935927057266,24.1303916597366,24.173838300705
"3173",20.3,50.59083334,63.93333333,75.9,"8",23.1946052074432,24.2409573936462,23.2210613107681
"3174",18.1,40.23183334,56.76666667,78.6,"9",20.9137353348732,22.2065116739273,19.7561709260941
"3175",10.8,36.39683333,48.13333333,83.23333333,"10",20.7641079068184,20.0538491535187,17.9627566409111
"3176",15.3,35.36425862,42.03333333,86.66666667,"11",20.0724067783356,21.4759352612495,19.2848805427551
"3177",26.8,39.71060753,42.96666667,85.66666667,"12",23.5800402498245,21.495970749855,23.5672933483124
"3178",22.7,42.36116667,50.66666667,81,"13",21.9185400056839,22.3266439819336,21.9597533965111
"3179",16.9,36.9425,45.2,83.7,"14",20.1143812251091,21.0928636574745,19.3319573950768
"3180",12.6,41.5925,40.16666667,85.83333333,"15",22.373007183075,27.1156629943848,22.5720273995399
"3181",20,34.36643679,40.83333333,85.03333333,"16",22.8006779432297,23.8720876312256,22.7312416172028
"3182",21.1,27.56933334,46.83333333,80.73333333,"17",21.740492169857,20.5943591022491,20.9158470344543
"3183",25.3,45.67733334,52.5,79.23333333,"18",29.122812795639,28.4076151227951,27.5969073009491
"3184",31.4,58.34666667,54.4,78.1,"19",32.2783216619492,32.1091120147705,31.6174518585205
"3185",30.5,55.99783333,55.2,77.8,"20",30.5134962081909,31.1328545856476,30.7788887929916
"3186",29.3,54.8145,58.46666667,76.76666667,"21",28.9812937164307,28.9159493255615,28.860790848732
"3187",29.2,57.26283334,59.03333333,76,"22",28.8569139671326,29.9126407146454,28.8869341373444
"3188",29.7,56.15283334,60.53333333,75.13333333,"23",28.4305802774429,29.1363670063019,28.5530804920197
"3189",28.7,58.8495,63.9,74.1,"0",28.6801000261307,28.3492217350006,28.5304679918289
"3190",29.1,59.86066667,65.26666667,74,"1",28.8315763998032,28.4066360330582,28.6149968194962
"3191",29.5,60.26566667,65.7,73.73333333,"2",29.3506167268753,29.2798186254501,29.1948212194443
"3192",27.9,62.105,66.73333333,73,"3",30.2735305595398,31.7632432746887,31.1326913881302
"3193",35.2,62.68833334,66.83333333,73,"4",32.6966107082367,31.8726446199417,32.8233909654617
"3194",31.7,60.87416667,67,72.6,"5",29.1384292602539,30.7740302371979,31.01289249897
"3195",35.6,69.09383333,67.2,72.2,"6",35.6681337165832,35.805761013031,35.7001382732391
"3196",30.5,72.93616667,65.1,73.13333333,"7",35.5721119976044,35.4177500009537,35.1981457090378
"3197",32.1,62.01466667,59.7,75.7,"8",30.8718640995026,30.6058561134338,30.888484954834
"3198",23.3,52.17683334,52.93333333,78.5,"9",28.5532114553452,27.2784087133408,26.2383014249802
"3199",23,45.05466667,42.93333333,84.5,"10",24.8858667373657,26.0600234699249,25.3974546194077
"3200",26.2,51.23483334,41.76666667,85.76666667,"11",28.923595085144,26.8678946733475,28.6409267950058
"3201",20.9,44.30016667,39.4,88.6,"12",24.0132971096039,26.2797837591171,24.1043813800812
"3202",32.3,42.503,33.36666667,93.43333333,"13",23.4048683404922,24.3274759578705,26.5568900489807
"3203",22.5,38.817,36.66666667,90.33333333,"14",22.5699533367157,23.2212128710747,22.7293832969666
"3204",25,37.36033333,36.2,90.4,"15",24.5679802417755,24.1840177583694,24.3306161355972
"3205",29.4,43.04583334,39.93333333,86.73333333,"16",27.8666643238068,29.193323469162,29.8675578355789
"3206",38,50.605,43.86666667,83.33333333,"17",32.635062789917,32.87425552845,34.2652740907669
"3207",39.3,53.814,47.53333333,79.76666667,"18",34.6572488546371,33.7798528194428,35.2743278598785
"3208",35.6,58.99633334,50,77.63333333,"19",35.0177078151703,34.2788177776337,35.0276677799225
"3209",37.7,60.791,53.13333333,76.2,"20",34.525468211174,33.030778670311,34.3645306682587
"3210",37.1,67.44783334,55.9,75.06666667,"21",37.4317138338089,36.7332159519196,36.5285996055603
"3211",41.6,70.429,60.2,73.46666667,"22",37.712448425293,36.8355732774735,37.55340092659
"3212",42.1,75.12766667,63.3,72.63333333,"23",39.7078880596161,38.598789806366,39.4099254322052
"3213",42.7,79.24316667,65.23333333,72,"0",42.8673132181168,42.7873051166534,42.8322724819183
"3214",43.7,79.68516667,65.53333333,71.46666667,"1",43.348708562851,43.923785405159,43.5313295841217
"3215",40.8,80.71183334,64.93333333,71.13333333,"2",42.0825116062164,44.1562428569794,42.894599313736
"3216",43.8,80.70666667,63.96666667,71.4,"3",40.2824480724335,40.5538917922974,41.0097124958038
"3217",44.9,83.039,63.96666667,71.63333333,"4",42.3733771705627,43.023213891983,43.6781709861755
"3218",45.1,86.74783334,64.56666667,71.56666667,"5",44.3026043701172,45.5269118309021,45.1971139717102
"3219",48.1,91.332,64.8,71,"6",46.0702718925476,46.2428959321976,46.8593367767334
"3220",50.9,94.10866667,62.73333333,72.43333333,"7",47.4909091949463,46.6543536949158,47.4599441623688
"3221",45.5,86.849,58.6,74.5,"8",41.9428958797455,42.494213142395,43.4000077724457
"3222",43.5,79.11433334,49.93333333,79.13333333,"9",43.5034360027313,43.7043680000305,42.4258937454224
"3223",39.7,72.50196552,39,85.66666667,"10",41.8693182849884,42.6342411518097,41.6243721199036
"3224",46.4,70.49317205,33.56666667,89.2,"11",43.9779947662354,42.4541029930115,43.3811421203613
"3225",42.2,67.623,32.26666667,89.8,"12",42.6665927886963,42.7766404628754,42.6248659420013
"3226",37.9,65.09866667,31.93333333,90.13333333,"13",39.0976428890228,40.6240587282181,38.5814777088165
"3227",40.7,63.77433334,28.83333333,93.06666667,"14",44.5755488300323,46.8989230155945,45.4101771640778
"3228",42,60.845,29,91.53333333,"15",41.7973714637756,41.3844565296173,41.8634944534302
"3229",47.8,64.708,32.96666667,88.43333333,"16",41.0202639579773,41.4482531833649,43.8684766674042
"3230",58.3,75.029,39.16666667,83.86666667,"17",44.4988646697998,45.859369802475,49.960287361145
"3231",54.3,80.931,44.76666667,79.5,"18",50.556997385025,49.4800595760345,50.4505548858643
"3232",56,89.80982759,47.06896552,78.13793103,"19",52.8455231666565,51.2923056793213,52.6428985881805
"3233",53.6,94.77983334,49.63333333,76.56666667,"20",53.3732726669312,53.7530954265594,53.8970226860046
"3234",54.6,92.17,53.76666667,75.06666667,"21",52.320286655426,50.2017367744446,52.2777647781372
"3235",54.2,96.4265,58.06666667,73.86666667,"22",50.725665102005,49.028401517868,50.648672914505
"3236",52,97.32766665,60.36666667,73,"23",50.2616477870941,48.3281038951874,49.754003276825
"3237",54.1,101.4095,61.33333333,72.93333333,"0",54.8374953079224,52.9567666053772,54.1130889129639
"3238",56.8,108.2388333,61.23333333,73,"1",53.057710018158,52.7869207859039,54.1503242492676
"3239",61,105.6866667,63.13333333,72.8,"2",54.5530383491516,52.0624916934967,54.565280714035
"3240",58.7,110.7713334,64.9,72,"3",56.3985761451721,54.3452812099457,55.3761061000824
"3241",58.2,109.1011667,64.03333333,72.93333333,"4",54.8900785255432,52.6583802700043,54.3872140407562
"3242",51.5,101.6083333,64.23333333,73,"5",55.4225423622131,54.3113279533386,52.8049590492249
"3243",57.6,107.2001667,65.33333333,72.93333333,"6",53.4191041469574,52.8699469089508,54.4667729473114
"3244",52.3,105.647,63.86666667,73.1,"7",52.2912999725342,53.0767935085297,52.0955249977112
"3245",51.8,98.84699999,57.96666667,75.5,"8",49.3042671203613,48.5698399734497,49.1926762199402
"3246",53.6,87.28116667,48.9,79.76666667,"9",47.7116301059723,48.4720453357696,50.5799056053162
"3247",49,81.89533334,44.3,81.83333333,"10",48.2190264034271,47.1424232387543,47.9187410545349
"3248",44.7,74.4505,38.26666667,85.93333333,"11",44.91425532341,44.8302512741089,45.3809628295898
"3249",48.8,69.726,35.3,87.16666667,"12",43.6801131439209,41.8934637832642,43.4087347602844
"3250",51.4,76.88033334,35.7,87.1,"13",50.3060869216919,49.019115114212,50.5407698345184
"3251",48,76.09783334,33.83333333,88.66666667,"14",49.7023799228668,52.8591238307953,50.6547278881073
"3252",41.9,66.46683334,32.83333333,89.23333333,"15",43.0396342086792,44.3148916244507,43.3309418201447
"3253",43.6,60.38566667,35.63333333,87.23333333,"16",37.7325077295303,38.958517241478,41.1286769771576
"3254",46.3,67.63716667,42.5,82.66666667,"17",43.3787678384781,42.0082573032379,43.7978795146942
"3255",50,71.4905,47.13333333,79.03333333,"18",43.587976360321,45.6959136772156,46.1899627017975
"3256",48,82.5705,50.76666667,76.9,"19",48.9108021259308,49.2816628646851,48.7122810268402
"3257",51.1,88.7735,53.33333333,75.3,"20",52.7572442150116,49.9120841217041,51.0279629325867
"3258",59.4,108.1663334,57.33333333,73.66666667,"21",59.7320545101166,64.1794100856781,63.5827501964569
"3259",54.6,98.81849999,60.03333333,72.5,"22",51.7394213867188,49.6447640419006,51.4854138851166
"3260",48.2,90.53116667,62.63333333,71.06666667,"23",49.2084395122528,49.1739145374298,48.842248878479
"3261",42.1,85.85283334,62.63333333,71,"0",44.649642829895,45.5697784137726,44.697190618515
"3262",47.9,87.18733334,61.9,71.3,"1",46.0757133769989,44.962851934433,46.0131772518158
"3263",48.4,86.4935,60.46666667,71.7,"2",45.3279588508606,45.0336477470398,45.4105286979675
"3264",47.6,85.1725,60.86666667,71,"3",46.3930679512024,45.6668006229401,45.8347793579102
"3265",45,86.44333333,60.2,70.56666667,"4",45.027780418396,44.1141165018082,45.0968976211548
"3266",47.6,89.896,61.23333333,69.73333333,"5",47.2887234401703,46.7468438434601,46.9434596538544
"3267",53.4,105.8795,61.96666667,69.46666667,"6",54.1840209102631,53.7825160598755,54.5086869621277
"3268",57.8,127.372,60.9,71.03333333,"7",61.5336421108246,63.58052775383,61.4879871368408
"3269",53.4,103.3895,56.06666667,75.46666667,"8",54.8252833938599,55.7735808467865,55.4208400154114
"3270",32.2,60.11966667,49.06666667,81.1,"9",31.5190391588211,32.4645420789719,32.2524882459641
"3271",30.4,50.482,41.56666667,87.16666667,"10",27.4238399648666,26.4787235116959,27.1165367078781
"3272",18,38.3055,40.76666667,88.13333333,"11",22.1243529319763,22.5639541769028,21.0034089159966
"3273",18.6,26.3035,40.8,88.33333333,"12",17.7957696557045,17.9045279502869,17.7206826066971
"3274",14.6,27.22383334,45.8,85.03333333,"13",17.4142824625969,18.5899658846855,17.5887314319611
"3275",12.8,21.19666667,49.43333333,83.03333333,"14",20.7079355144501,19.8465542387962,18.6993145799637
"3276",13.8,19.08083334,49.76666667,83.03333333,"15",17.2747273445129,18.0665389537811,17.7061160111427
"3277",12.9,21.77533334,55.6,80,"16",17.5158454394341,18.436451458931,17.3994580483437
"3278",16.4,27.758,59.36666667,77.96666667,"17",21.5350115728378,20.3948240756989,19.5929929339886
"3279",20.7,45.58833334,61.1,77.2,"18",28.128907251358,27.5017751598358,25.4704326581955
