"","BAM","PA_CF_ATM","PA_RH","PA_Temp","hour","h2o_rf","cvpreds","h2o_rf_m"
"2926",26.4,42.38366667,60.66666667,75.26666667,"0",26.1538529968262,25.7037061691284,25.4268846988678
"2927",21.7,40.88116667,61,75,"1",24.5946537494659,23.1551756048203,23.2560451841354
"2928",25.9,43.30066667,62.26666667,74.13333333,"2",26.9625076246262,28.2221934986114,27.7923438262939
"2929",28.8,45.05616667,62.76666667,73.76666667,"3",28.051680688858,28.0790089178085,28.6868164539337
"2930",29.1,45.007,63.76666667,72.36666667,"4",27.9315568065643,27.9809909772873,27.91046438694
"2931",28.6,45.48833334,63.96666667,71.9,"5",27.6959521818161,28.8063243818283,28.0875789833069
"2932",29.8,47.94266667,64.26666667,71.2,"6",33.1747823143005,32.8650046730042,32.7862010192871
"2933",32.4,51.73833333,63,71.9,"7",35.8075974416733,35.6392427635193,35.6656538915634
"2934",28.5,47.20583333,54.26666667,76.53333333,"8",32.0178767824173,32.5412751674652,31.6823208904266
"2935",24.6,43.70633333,41.5,84.16666667,"9",31.99125436306,31.9738912248611,30.4897644329071
"2936",14.7,34.045,30.46666667,91.16666667,"10",23.998952498436,24.7205223464966,21.8419927453995
"2937",15.8,24.88566667,23.03333333,97.5,"11",19.448037340641,18.6787493395805,18.0658504581451
"2938",7.7,14.638,18.06666667,100.8666667,"12",13.2245907640457,13.7616892528534,12.3343064045906
"2939",16.1,17.12833334,17.4,102.5,"13",14.7929946088791,14.3755736303329,14.9575667262077
"2940",13.5,19.23997701,16.63333333,102.3,"14",14.6540103149414,16.1100280499458,15.5968812704086
"2941",15.8,18.00466667,16.9,101.6666667,"15",14.8552369761467,15.2722361922264,15.686450753212
"2942",21.6,20.054,21.83333333,96.63333333,"16",18.9914209628105,17.9601618432999,18.513149433136
"2943",19.6,29.2285,31.83333333,88.83333333,"17",23.3041285848618,23.2844615030289,22.7869206094742
"2944",31.5,39.8625,36.46666667,85.5,"18",32.07193983078,32.5203990221024,32.2665765190125
"2945",49.6,59.885,43.1,82.26666667,"19",52.6512285614014,54.5770597457886,52.9489321708679
"2946",49.7,56.073,47.93333333,80.2,"20",50.9947524356842,51.5014723491669,50.9688927364349
"2947",44.9,56.6405,52,78.3,"21",50.6426803779602,50.639324388504,48.3208014774322
"2948",41.8,54.81766667,53.86666667,77.96666667,"22",45.2664424133301,45.713623046875,44.2873972702026
"2949",48.5,56.85883334,54.73333333,77.86666667,"23",46.0826617050171,46.0193754386902,46.6053773212433
"2950",50.4,64.6375,57.6,77,"0",49.6827706718445,50.238206205368,50.5104365158081
"2951",53.6,67.07816667,60.06666667,76.2,"1",53.0335434436798,53.6715126991272,53.0843222522736
"2952",50.5,63.42016667,60.86666667,76,"2",48.7097110176086,47.7711323165894,48.5480445766449
"2953",50.3,63.958,61.46666667,75.5,"3",50.4815877246857,50.327767868042,50.9894098567963
"2954",49.6,62.41283333,61.96666667,74.83333333,"4",50.2189801216125,50.6018075275421,50.4515526676178
"2955",46,63.6835,61.66666667,74.4,"5",48.217146654129,48.8677674865723,48.2167822647095
"2956",57.3,67.257,62.1,74,"6",54.0688086032867,53.3818011474609,54.6442514228821
"2957",46.1,66.40116667,59.43333333,74.93333333,"7",49.1750056266785,48.7222487449646,48.3352362632751
"2958",43,58.61782143,50.89285714,78.82142857,"8",45.6023892879486,46.2962926101685,45.1036245059967
"2959",46.9,55.35916667,43.23333333,85.16666667,"9",46.4489595222473,47.790063419342,46.4574294567108
"2960",47.4,52.62233334,36.73333333,89.93333333,"10",48.0288768482208,46.7627891635895,46.9547535610199
"2961",42.7,48.88816667,30.7,94.63333333,"11",43.4112986373901,43.2371775817871,42.6079183673859
"2962",38.7,44.86783334,25.86666667,98.76666667,"12",38.1509768009186,39.3790146923065,39.0402194023132
"2963",26.4,35.13883334,21.26666667,101.9,"13",27.6613672685623,27.6751188707352,27.5041221904755
"2964",25.5,31.746,20.5,103.0333333,"14",24.0944153642654,22.6208644580841,23.3427797985077
"2965",23.2,30.2655,21.16666667,101.0333333,"15",23.9506320047379,24.5443316459656,24.3315050172806
"2966",22.2,33.14533334,25.23333333,96.03333333,"16",25.7858725643158,26.57597697258,25.7063371801376
"2967",29.3,35.85133334,32.53333333,89.46666667,"17",28.4004555892944,26.911558842659,28.0586329221725
"2968",37.4,43.227,41.46666667,84.63333333,"18",35.7238228797913,36.4301728630066,36.6608092689514
"2969",33.7,46.21066667,44.7,83.03333333,"19",38.6759210062027,38.0910864305496,38.1064852142334
"2970",54.9,64.1805,46.06666667,82.4,"20",54.5063665390015,55.5153408432007,55.9677107143402
"2971",49.1,55.35333334,48.73333333,81.6,"21",51.9188600921631,52.9953762054443,51.6960987663269
"2972",43.5,49.95183334,50.63333333,79.83333333,"22",38.9314608383179,38.5401471042633,40.3416620063782
"2973",38.4,50.74233334,55,77.9,"23",38.7246018409729,38.9887305164337,38.9029360485077
"2974",37.5,52.50933334,56.6,77,"0",40.6920092010498,41.2358669567108,40.3401668548584
"2975",38.6,53.93466667,58.13333333,76.4,"1",40.7650615692139,40.9984208393097,40.6047675800324
"2976",40,55.2885,59.6,75.83333333,"2",41.3386830615997,41.3264107608795,41.098695192337
"2977",35.4,51.14316667,59.53333333,75,"3",36.3553122234344,36.6567768955231,36.295667848587
"2978",35.4,51.878,60.1,74.73333333,"4",36.6367911148071,37.0900694227219,36.814043712616
"2979",35.3,52.554,59.73333333,74.46666667,"5",38.5233685493469,39.3874878883362,38.7414238262176
"2980",36.3,54.71336782,58.79310345,75.03448276,"6",38.5234436035156,40.2268474292755,39.3393663787842
"2981",46.1,60.92683334,56.06666667,76.16666667,"7",46.8778441905975,47.1168465995789,46.4771068286896
"2982",42.2,54.54433333,50,79.56666667,"8",42.096172170639,43.5387034511566,42.9988402557373
"2983",39,50.23466667,41.76666667,84.46666667,"9",39.9738878345489,41.2583386611938,40.0354022216797
"2984",26.3,38.9115,37.16666667,87.23333333,"10",28.0763481521606,27.2924862861633,26.8680403614044
"2985",25.1,34.35833333,32.5,90.73333333,"11",25.0818985748291,23.8374356555939,24.6644634389877
"2986",11.4,22.23783333,36.4,89.1,"12",16.2562727355957,17.086336209774,16.6153212785721
"2987",14,25.107,36.33333333,89.5,"13",16.3742618274689,17.0516782236099,16.7664422464371
"2988",22.4,31.21383334,34.33333333,91.2,"14",20.6884545898438,20.8524715328217,21.2555537033081
"2989",24.9,32.62483333,34,90.73333333,"15",24.2986422157288,23.3035214042664,23.8385283041
"2990",26.8,36.58216667,38.63333333,86.96666667,"16",26.8207468795776,27.5528829193115,27.4298414707184
"2991",31.7,42.47533334,42.9,84.33333333,"17",32.0742946434021,34.9901282072067,34.6131055450439
"2992",38.4,48.64716667,47.3,81.96666667,"18",42.5084608745575,45.4587533426285,43.7222249603271
"2993",52.3,58.85466667,50.9,80.46666667,"19",52.6791289997101,52.5908708667755,53.0039228630066
"2994",50.5,59.574,51.63333333,79.66666667,"20",52.4769343948364,53.807048625946,52.8219047737122
"2995",44.1,54.4295,55.4,78.16666667,"21",46.1477520561218,45.4295854473114,45.2496085166931
"2996",38.6,54.86583334,59.6,77,"22",43.6434707546234,45.0649977397919,43.3374489974976
"2997",40.4,53.86633333,60.53333333,76.86666667,"23",43.2600695800781,44.821876373291,43.7062580394745
"2998",35.5,52.44133334,60.36666667,75.53333333,"0",40.6905720806122,40.7069375991821,39.9541971111298
"2999",35.6,52.1005,61.9,74.4,"1",38.0156918144226,38.2699153709412,37.5331299972534
"3000",38.4,52.93383334,63.9,73.06666667,"2",39.2526865386963,39.581010017395,39.2874102306366
"3001",33.1,52.19966667,64.2,72.23333333,"3",37.2504616260529,38.5439479351044,37.3882903861999
"3002",36.4,50.71633334,64.33333333,71.56666667,"4",37.0653021430969,36.3811929273605,36.4655296325684
"3003",38.2,52.11566667,64.56666667,70.73333333,"5",38.5683301591873,38.4013480091095,38.5614122676849
"3004",34,51.00766667,64.4,70.1,"6",36.7693554639816,36.4376160860062,35.9444947338104
"3005",37.6,50.83433333,62.76666667,71.36666667,"7",35.8914864397049,35.301324801445,35.7961078500748
"3006",35.3,49.14833333,57.5,74.7,"8",33.4238791275024,33.4629751014709,33.6735817432404
"3007",26.6,41.56416667,45.56666667,81.63333333,"9",28.7245213937759,29.2365505456924,27.0075279188156
"3008",26.1,40.444,37.03333333,87.3,"10",28.7237683773041,27.3246609640121,26.7512569618225
"3009",25,37.08425862,28.53333333,93.73333333,"11",27.0961987352371,27.9539423894882,27.0163889694214
"3010",21.8,32.12285058,22.73333333,97.76666667,"12",24.894907875061,25.0146246099472,24.2480604696274
"3011",21.7,29.9505,20.76666667,99.2,"13",22.1718761396408,22.3968096637726,22.2257949113846
"3012",22.3,25.21783334,19.93333333,99.23333333,"14",19.2663388705254,18.8015753817558,19.5533145666122
"3013",22.7,26.33,21.8,97.53333333,"15",20.7209919905663,20.5787866163254,21.0510696363449
"3014",24.7,30.9325,27.16666667,92.46666667,"16",24.4184248423576,22.6635137796402,23.7378830623627
"3015",33,37.55533334,35.13333333,86.4,"17",31.067934088707,30.9142903089523,31.2631455516815
"3016",31.3,40.82933333,40.36666667,83.13333333,"18",33.2781709861755,31.7585149860382,32.1877703905106
"3017",38.2,44.509,43.53333333,82.8,"19",37.3292891693115,36.5183351182938,36.8969200277328
"3018",35.7,47.25183334,46.83333333,82,"20",38.0064589118957,38.3569802570343,38.5229863929749
"3019",34.3,44.85233334,49.7,80.9,"21",35.7030868053436,35.8843168830872,35.1997671747208
"3020",31.2,43.76483334,53.06666667,79.73333333,"22",34.1882132148743,33.3914350509644,32.4922532844543
"3021",37.5,47.3355,56.16666667,79,"23",38.5727799415588,37.9558821487427,38.1786482715607
"3022",41.2,52.259,60.1,78.4,"0",40.4879526805878,39.5801877975464,40.1222611045837
"3023",36.3,51.18783333,62,77.03333333,"1",37.2505902481079,36.2626656532288,36.7118762588501
"3024",31.2,45.9725,61.93333333,77,"2",30.6831263065338,30.2782660245895,30.4733377981186
"3025",23,40.2895,61.66666667,77,"3",23.422051858902,24.5862832307816,24.066476559639
"3026",30.3,42.80316667,59.53333333,77,"4",27.722330622673,27.5101756763458,27.8516819667816
"3027",37.4,48.63783334,61.2,76.1,"5",33.6227686738968,33.8422575235367,33.7933098697662
"3028",37.3,48.92466667,60.73333333,76,"6",34.7956392288208,34.8132519817352,35.0941089487076
"3029",36.4,49.513,63,75.73333333,"7",33.497533955574,33.8241605043411,33.5250679540634
"3030",27.6,47.577,60.6,77.43333333,"8",32.195574798584,32.9314341402054,31.8201590538025
"3031",32.3,44.10433334,51.53333333,81.93333333,"9",31.2820903682709,29.4786994695663,31.5473767137527
"3032",25.7,37.988,44.9,86.16666667,"10",24.3628476953506,24.2258803963661,24.9350432062149
"3033",21.4,32.54916667,41.9,87.7,"11",20.3861166930199,19.582117831707,19.8081249809265
"3034",19.3,32.69733333,41.23333333,88.63333333,"12",21.0582170915604,21.9928834438324,21.0853951501846
"3035",19.2,30.87283334,41.33333333,88.36666667,"13",20.758683412075,19.717123901844,19.8881172776222
"3036",18.9,30.41716667,38.76666667,90.5,"14",18.4558726668358,19.3023424243927,19.1945180130005
"3037",23.4,29.82066667,38.76666667,90.26666667,"15",22.2372621178627,23.6703349018097,23.1801100730896
"3038",21.2,35.42883334,44.43333333,86.4,"16",23.6626488351822,26.4242628908157,24.0460832262039
"3039",29,38.2985,46.53333333,84.96666667,"17",29.2792000675201,30.5859565830231,30.2974891996384
"3040",35.4,44.41383334,50.73333333,82.56666667,"18",36.9733772993088,35.6314455652237,36.7921014928818
"3041",53.7,62.26733334,53.06666667,82,"19",54.4404212379456,55.1429821395874,54.3068036842346
"3042",28.7,46.11816667,55.7,80.53333333,"20",35.6063022899628,36.2120298433304,34.5126874113083
"3043",24.3,37.329,59.13333333,79.23333333,"21",27.3507126903534,27.6478183078766,26.5652539873123
"3044",19.8,34.088,60.03333333,78.43333333,"22",20.6470115590096,21.5157208395004,21.1417755460739
"3045",16.7,31.84483334,62.2,77.2,"23",18.5585278654099,19.6934579515457,19.2653194713593
"3046",11.2,33.33883334,64.03333333,76,"0",17.6505815386772,18.603598921299,17.8059121274948
"3047",19.7,35.66966667,65.53333333,75.33333333,"1",19.4420842170715,19.4332390904427,19.5759592294693
"3048",20.3,34.93,65.93333333,75,"2",18.9490727543831,18.7268913722038,19.0421604657173
"3049",17.2,35.15133334,65.9,74.9,"3",18.9339312982559,19.4881332778931,19.1786744642258
"3050",18.8,36.15033334,66.2,74,"4",19.4067794656754,19.1346912908554,19.0302255892754
"3051",20.9,34.46583333,66.83333333,74,"5",20.1159597921371,19.6273204803467,19.8851174640656
"3052",17.5,33.06083334,66.03333333,74.43333333,"6",20.2740888690949,20.1493317198753,19.7281679081917
"3053",13.9,31.84316667,63.6,76.13333333,"7",19.573876273632,18.7988634896278,18.3260400795937
"3054",10.2,28.21366667,59.86666667,78.6,"8",16.13169506073,18.3141147589684,16.8869515538216
"3055",10.5,21.16366667,57.26666667,80.03333333,"9",15.4625887346268,15.1159531760216,14.9793978428841
"3056",13.6,24.462,57.26666667,80.76666667,"10",15.4085708034039,15.8658007049561,15.4965115785599
"3057",8.5,22.55916667,54.2,82.13333333,"11",19.3635374712944,17.9924051380157,16.4265893316269
"3058",5.2,18.93483334,40.63333333,90.1,"12",14.7135597217083,15.9644965910912,14.7646743631363
"3059",7.1,15.00583333,31.76666667,95.3,"13",12.8404014539719,14.3758004546165,13.3697865962982
"3060",11.6,14.87616667,32.36666667,93.73333333,"14",13.5221701955795,15.3324606108665,14.7506763339043
"3061",13.7,16.52233334,30.36666667,95.13333333,"15",15.1883813524246,16.1935718274117,15.8242804217339
"3062",10.5,18.23883334,32.76666667,92.1,"16",17.4337322330475,19.5698692917824,18.2784300708771
"3063",25.8,22.70916667,37.26666667,88.33333333,"17",21.7355436778069,21.6686460804939,21.675815205574
"3064",21.9,28.5605,45.46666667,83.9,"18",23.0557004737854,23.9928987407684,23.5237024688721
"3065",22.4,28.23933334,51.1,81.66666667,"19",25.4781526088715,23.9354235935211,23.9456755065918
"3066",18.7,27.633,55.1,79.4,"20",22.2364480233192,22.8171020078659,21.8675210022926
"3067",11.8,27.25966667,59.03333333,78,"21",18.8403485274315,21.4188868308067,19.8839839053154
"3068",12.4,22.25466667,60.2,78,"22",18.1895747733116,19.2640567874908,18.1479843139648
"3069",12.1,20.2885,61.26666667,77.23333333,"23",14.9491228199005,17.0389626502991,15.3097460222244
"3070",10.4,19.74066667,61.9,77,"0",15.4892651987076,15.2877512693405,14.3736231970787
"3071",13.9,20.45116667,62.83333333,76.63333333,"1",14.1891021823883,14.4416228413582,14.6929386091232
"3072",6.8,21.25833334,63.16666667,76,"2",14.4099049425125,14.9363155817986,14.262874917984
"3073",12.9,30.8545,63.7,75.13333333,"3",15.3460996317863,16.8251638460159,15.9443036746979
"3074",17.7,35.3745,64.4,75,"4",20.0006921482086,19.1795297241211,18.9978550314903
"3075",10.2,27.30216667,65.5,74.06666667,"5",14.656741001606,16.1738470983505,15.0516125965118
"3076",13.3,33.53183334,65.5,74.43333333,"6",20.2188171505928,20.1440737628937,18.6839548230171
"3077",17.8,39.705,62.43333333,76.4,"7",23.6725583553314,24.8243884515762,23.8196972703934
"3078",15.6,32.9615,57.16666667,79.9,"8",19.8618003797531,18.6670965528488,19.0259419536591
"3079",8.2,23.85466667,49.23333333,84.9,"9",17.0348817014694,16.8803952527046,16.1445377612114
"3080",10.7,19.804,44.83333333,87,"10",13.9595912694931,14.9823671388626,14.1326516842842
"3081",5.1,19.85016667,42.8,88.56666667,"12",16.1772425031662,16.2506941413879,15.3166097664833
"3082",15.8,13.64866667,37.26666667,91.33333333,"13",13.0912121391296,13.4293118262291,13.6213906335831
"3083",7,11.85383334,38.36666667,89,"14",12.9719456028938,14.0606975293159,13.021046705246
"3084",9.9,14.37533333,38.43333333,88.9,"15",14.6886493372917,15.7270785570145,15.003546898365
"3085",13.2,15.47016667,39.46666667,88.16666667,"16",16.9156448101997,16.5884616327286,16.1286049175262
"3086",16.9,22.96333333,43.7,85.1,"17",21.3100105977058,21.4840120029449,20.8770639562607
"3087",20.4,30.90283334,47.63333333,83.26666667,"18",24.1835401296616,24.6258598804474,24.0725735664368
"3088",26.3,36.62133334,53.6,81.8,"19",28.5424442958832,27.7998275232315,26.2991940259933
"3089",18,31.901,57.5,79.7,"20",23.598145301342,24.4076282095909,23.0170478773117
"3090",17.7,33.52183334,60.56666667,78.2,"21",21.3723066520691,22.7694314861298,21.6426254725456
"3091",16.8,34.95516667,62.83333333,77.43333333,"22",20.1648013877869,20.7847136926651,20.3596784257889
"3092",18.3,39.35316667,63.7,77.1,"23",22.8899407529831,24.8346277093887,23.3470249271393
"3093",23.2,40.7025,63.7,77,"0",26.259514040947,25.2715135717392,25.0817393779755
"3094",23,41.54733334,64.26666667,76.16666667,"1",24.8166535615921,24.3645496845245,24.0794210624695
"3095",23.5,40.94566667,65.13333333,75.7,"2",25.8751211547852,23.3095962262154,24.2648355913162
"3096",24.1,38.80766667,65.83333333,74.5,"3",22.9167015218735,21.2449307847023,22.1605281305313
"3097",18.7,37.21233334,65,74.03333333,"4",19.4511274623871,20.3025338864326,19.5673969316483
"3098",21.4,36.99133334,65,74,"5",20.8326689958572,20.8104411697388,20.9178881406784
"3099",20.6,38.809,65,73.83333333,"6",22.2917105054855,21.1336738681793,21.3058563804626
"3100",17.9,39.06566667,64.26666667,74.2,"7",22.3443186092377,23.9989248585701,22.5704449558258
"3101",19.5,37.72416667,59.7,76.86666667,"8",22.0077000141144,22.2748128604889,21.9520157718658
"3102",17.8,32.34166667,54.56666667,80.2,"9",18.1619608473778,17.9300974273682,18.2593241977692
"3103",7.1,22.54666667,53.63333333,81.1,"10",15.616284737587,16.1992532849312,15.7076840090752
"3104",7.8,18.40083334,48.46666667,83.83333333,"11",14.8510435676575,15.4103507423401,14.9691480350494
"3105",12.4,17.394,47,84.8,"12",15.5834228181839,15.3115226912498,15.0931720876694
"3106",10.7,20.24233334,45.83333333,86.1,"13",16.3607161259651,18.2023635554314,17.0888338255882
"3107",7.5,18.80766667,51.7,85.1,"14",15.0560951042175,17.0345089101791,15.1474650597572
"3108",4.4,10.635,55.8,82.46666667,"15",11.713566185236,13.451593644619,11.7775044775009
"3109",14.5,14.6385,56.26666667,81.46666667,"16",13.1371284604073,13.4318211185932,13.5785203123093
"3110",8.6,15.37166667,60.63333333,79.76666667,"17",11.8984773886204,13.4868672227859,12.3815352010727
"3111",9.8,17.70466667,62.06666667,79,"18",12.8734944081306,15.1557259047031,13.9674269580841
"3112",25,44.01166667,63.2,78.83333333,"19",31.2914005756378,32.4038941526413,30.6545702600479
"3113",12.4,22.697,66.53333333,77.36666667,"20",16.8511574292183,18.3357285881042,16.5632760477066
"3114",14.4,23.80383334,65.93333333,77.03333333,"21",17.5798349833488,17.8741450357437,17.1393163943291
"3115",9.7,20.0535,68,76.7,"22",15.3444568347931,16.8772231698036,15.1678216862679
"3116",4.3,12.7305,69.76666667,75.96666667,"23",6.86129222393036,9.31416195750237,7.91558208823204
"3117",7.3,13.47083333,70.1,75.6,"0",9.2143921816349,9.43084471106529,8.99646154403687
"3118",6.6,26.46133334,69,76,"1",12.3337867498398,15.2671355724335,13.5891767001152
"3119",6,12.667,68.83333333,76,"2",7.97513338088989,10.617651540041,8.84918207287788
"3120",7.9,11.5455,69.6,75.5,"3",9.30483367323875,9.3279206597805,9.01843747019768
"3121",1.7,8.949333334,70,75,"4",6.34398186206818,8.11499907761812,6.67480106055737
"3122",10.4,16.28066667,70.03333333,75,"5",11.3991821229458,12.7097958111763,12.2421927392483
"3123",7.9,17.2935,70.36666667,75,"6",11.3839573526382,11.5291139662266,10.4520052301884
"3124",6.3,16.96233334,68.73333333,75.6,"7",11.1195273530483,10.8591474330425,9.33815689682961
"3125",6.5,23.51066667,67.56666667,76.6,"8",14.9640666484833,15.641556391716,13.9139802908897
"3126",7.9,14.02616667,67.9,77,"9",8.46394724726677,8.66465505957603,8.08998848557472
"3127",4.6,13.12733333,66.86666667,78.3,"10",7.8333894431591,8.65561929047108,7.13693909227848
"3128",3.6,10.80366667,60.8,80.5,"11",6.85884433686733,8.33013515114784,6.59652405977249
"3129",5.3,9.961833332,57.33333333,81.83333333,"12",5.72970973074436,6.78632182642817,6.07520529031754
"3130",12.2,10.088,53.7,84.16666667,"13",8.80226249855012,8.75239498853684,9.49696328759193
"3131",6.2,10.80133333,61.96666667,80.76666667,"14",10.4439723592997,10.6974610638618,8.23767187654972
"3132",7.2,13.66,65.43333333,78.5,"15",9.64191961407662,11.4569277322292,10.0911327457428
"3133",11.6,20.09433333,64.26666667,79.06666667,"16",15.756602973938,15.653792744875,14.2038276648521
"3134",11.2,19.7885,65.86666667,77.93333333,"17",16.777682363987,14.5740193462372,13.4570590829849
"3135",8.6,14.43266667,67.83333333,76.63333333,"18",10.4758104217052,11.7293649280071,10.5597615683079
"3136",8.3,14.638,68.36666667,76,"19",10.6972643756866,11.8924684643745,10.7876994717121
"3137",5.1,10.20733334,68.43333333,76,"20",8.69459121108055,9.28958742618561,7.92277366518974
"3138",5.7,10.21216667,68.86666667,75.93333333,"21",8.32261181235313,8.64751470297575,7.37802852869034
"3139",5.6,12.99316667,68.76666667,75.96666667,"22",9.35457628488541,8.98944820761681,8.38047152757645
"3140",5.1,12.80033334,67.93333333,76,"23",7.19041762590408,8.76789435267448,8.47669900894165
"3141",-0.5,5.111166667,69.23333333,75.3,"0",4.45671371668577,6.02825673341751,4.27489596858621
"3142",4,4.945166667,70.96666667,74.36666667,"1",4.36687618285418,4.89677655100822,4.03132797271013
"3143",2.8,3.954166667,72,74,"2",4.79337295889854,4.09213006258011,3.35703163132071
"3144",0.2,4.403666667,72.1,74,"3",4.04102754831314,3.88789142340422,3.20460864648223
"3145",3.6,7.674333334,71.2,74,"4",4.16125909063965,4.41397701725364,3.82334195028991
"3146",7.9,14.686,71.66666667,74,"5",11.5300956869125,11.1967306780815,10.3223731541634
"3147",9.4,22.35883333,70.83333333,74,"6",15.2898103404045,15.8784226369858,14.6445035719872
"3148",13.5,33.6165,70.36666667,74.06666667,"7",19.3467668509483,21.5247942113876,20.0300539207458
"3149",14,33.55433333,69.8,75,"8",18.1961905264854,18.9587083721161,17.7691341590881
"3150",8.4,26.85883334,66.43333333,76.86666667,"9",13.5064806425571,16.133189971447,14.4494313836098
"3151",4.6,13.5355,62.53333333,77.83333333,"10",9.17985229253769,9.18759890854359,7.50648809611797
"3152",3.1,12.463,57.1,80.8,"11",8.91025422811508,11.5509320032597,8.25849566996098
"3153",7.8,18.37116667,57.4,80.7,"12",15.00392172575,14.7063161373138,14.2254282569885
"3154",5.2,16.446,48.63333333,86.16666667,"13",16.9418781280518,16.8687092709541,15.6170982480049
"3155",16.1,14.9088161,47.56666667,85.7,"14",13.8808976340294,14.3597765088081,14.8371125268936
"3156",10.6,16.4685,52.36666667,82.8,"15",17.0930548834801,16.4298868155479,15.6958425545692
"3157",8.1,12.72083334,52.16666667,82.86666667,"16",13.098878608942,14.5861137270927,13.3839945292473
"3158",10.7,17.60833334,55.1,80.96666667,"17",16.8710839700699,17.5014177584648,16.3062857651711
"3159",16.4,26.26916667,56.33333333,79.5,"18",22.7210645246506,22.5812989711761,21.9170225000381
"3160",18.3,22.72033334,61.3,77.5,"19",19.6080988717079,19.2649078559875,18.7987839341164
"3161",10.2,15.82733333,65.66666667,74.96666667,"20",9.92860892772675,12.0052095234394,10.5975716292858
"3162",6.9,16.95133333,62.76666667,74.03333333,"21",14.6267761683464,14.5889163124561,12.8959122133255
"3163",10.3,23.20216667,63.86666667,74.46666667,"22",16.6784366059303,18.2404236149788,16.43929068923
"3164",16.2,26.84533334,64.86666667,74.46666667,"23",16.7159316694736,18.9027557396889,17.1482003092766
"3165",14.8,28.64133334,65.56666667,74.26666667,"0",17.0438745832443,18.6121319913864,16.9357813858986
"3166",17.1,31.24633334,66.43333333,74.03333333,"1",18.008684835434,18.3453702759743,18.0532267475128
"3167",17.9,33.25716667,66.4,74.73333333,"2",16.7850911712647,16.9453549385071,16.8479963517189
"3168",17.8,34.00083333,65.6,74.7,"3",17.8928910517693,18.6610133004189,18.3506108880043
"3169",15.4,32.88366667,64.06666667,74.23333333,"4",15.9208346581459,15.9943837285042,16.0697299265862
"3170",16.9,34.82685058,64.06666667,74,"5",19.3946304988861,19.5295023274422,19.1746380448341
"3171",19.9,39.20633333,64.56666667,74,"6",20.9882451820374,22.4553070235252,21.4910222005844
"3172",27.1,41.10966667,65.33333333,74.36666667,"7",25.7566550922394,23.8665424537659,24.2897000598907
"3173",20.3,41.39583333,63.93333333,75.9,"8",24.8598442983627,24.9379789638519,23.5701164531708
"3174",18.1,35.71716667,56.76666667,78.6,"9",20.7297614598274,20.1449108147621,19.7184599590302
"3175",10.8,33.5035,48.13333333,83.23333333,"10",21.0311165261269,20.5521927022934,18.1086741089821
"3176",15.3,32.9162069,42.03333333,86.66666667,"11",20.2480757880211,21.3216847443581,19.5568721199036
"3177",26.8,35.38482258,42.96666667,85.66666667,"12",23.2779892063141,21.1516525316238,22.7426004958153
"3178",22.7,37.0155,50.66666667,81,"13",22.5423564910889,22.582281832695,22.2099929308891
"3179",16.9,33.70233334,45.2,83.7,"14",19.8536190700531,20.2925973272324,19.1776013278961
"3180",12.6,35.79883333,40.16666667,85.83333333,"15",22.0268284797668,24.9067381477356,21.7128232765198
"3181",20,30.75701724,40.83333333,85.03333333,"16",22.9617184829712,22.9908321928978,22.4745928525925
"3182",21.1,27.26,46.83333333,80.73333333,"17",23.3886588668823,22.5039013290405,22.0996894168854
"3183",25.3,38.21866667,52.5,79.23333333,"18",28.4346499538422,28.671570148468,27.906166343689
"3184",31.4,44.71616667,54.4,78.1,"19",32.4030024242401,32.5106746768951,31.3793100166321
"3185",30.5,43.8135,55.2,77.8,"20",30.6924299955368,31.3160677099228,30.8412665605545
"3186",29.3,43.3235,58.46666667,76.76666667,"21",29.1749179458618,29.7443737363815,28.8705950880051
"3187",29.2,44.356,59.03333333,76,"22",29.0317872333527,29.1240427875519,29.090298333168
"3188",29.7,43.8675,60.53333333,75.13333333,"23",28.6876044893265,28.2410999917984,29.1423229646683
"3189",28.7,44.989,63.9,74.1,"0",28.2806719589233,28.2679048061371,28.1136224460602
"3190",29.1,45.42566667,65.26666667,74,"1",28.3681875038147,28.0855394744873,28.2105383253098
"3191",29.5,45.5735,65.7,73.73333333,"2",29.4225742340088,29.2275488328934,29.0288184213638
"3192",27.9,46.309,66.73333333,73,"3",30.2377565050125,32.034448800087,31.1645561265945
"3193",35.2,46.53166667,66.83333333,73,"4",33.1510139560699,32.1513272714615,33.0172497558594
"3194",31.7,45.82366667,67,72.6,"5",29.7746777486801,31.395106921196,31.496707701683
"3195",35.6,49.19416667,67.2,72.2,"6",35.4779729604721,34.1423878955841,35.2941178131104
"3196",30.5,50.55833334,65.1,73.13333333,"7",35.5479212808609,35.6484194040298,35.1221648931503
"3197",32.1,46.2635,59.7,75.7,"8",31.0930981492996,30.8880871009827,31.0504189491272
"3198",23.3,42.091,52.93333333,78.5,"9",28.5934053564072,26.9860287857056,26.2926462841034
"3199",23,38.46483334,42.93333333,84.5,"10",24.4910400533676,25.8154214906693,25.287518415451
"3200",26.2,41.46916667,41.76666667,85.76666667,"11",27.7184627819061,26.5113828086853,26.680061917305
"3201",20.9,38.12133333,39.4,88.6,"12",24.2355403137207,26.1801301956177,24.3771739673615
"3202",32.3,36.85116667,33.36666667,93.43333333,"13",26.1541739225388,25.9923700618744,27.9995698165894
"3203",22.5,34.9805,36.66666667,90.33333333,"14",22.2829492902756,22.1043078994751,21.9672095632553
