"","BAM","PA_CF_ATM","PA_RH","PA_Temp","hour","RF"
"3770",26.6,39.8055,42.4,81.6,"9",26.6555
"3771",19,33.55416667,31.96666667,87.56666667,"10",23.136
"3772",22.5,30.92333334,26.2,93.83333333,"11",21.8255
"3773",21.4,31.85383334,24.1,97.53333333,"12",22.4975
"3774",23.5,29.75516667,22.16666667,101.3333333,"13",22.5815
"3775",27.2,32.27016667,23.86666667,99.3,"14",24.204
"3776",21.9,32.62283333,25.7,97.83333333,"15",23.5225
"3777",27.5,36.4685,29.13333333,94.13333333,"16",27.4455
"3778",41.4,46.51616667,37.33333333,86.86666667,"17",40.857
"3779",43,49.645,44.53333333,81.9,"18",42.406
"3780",46.5,54.15016667,49.06666667,79.2,"19",47.286
"3781",42.4,50.238,51.73333333,77.8,"20",42.57
"3782",36.9,48.433,54.3,76.43333333,"21",38.161
"3783",32.3,45.997,57.06666667,75.13333333,"22",31.5205
"3784",34.7,49.71983333,58.56666667,74.1,"23",37.637
"3785",41.5,51.2855,61.5,73.36666667,"0",38.958
"3786",37.4,55.10533333,64.03333333,72.16666667,"1",40.504
"3787",34.7,47.04266667,64.96666667,71.83333333,"2",33.0375
"3788",29.9,45.73883333,64.86666667,70.96666667,"3",29.875
"3789",31.2,46.047,65.46666667,70.26666667,"4",31.433
"3790",30.9,46.2615,66.53333333,69.6,"5",31.6685
"3791",31.8,46.64066667,66.7,69.06666667,"6",31.59
"3792",34.1,50.57816667,65.83333333,69.63333333,"7",34.7075
"3793",36.7,51.0805,57.63333333,73.83333333,"8",36.122
"3794",37.1,46.269,44.06666667,80.03333333,"9",36.6775
"3795",35.5,45.201,35.93333333,86.53333333,"10",38.005
"3796",30.4,40.85366667,28.53333333,93.16666667,"11",33.1005
"3797",29.5,37.28016667,24.13333333,97.06666667,"12",31.0075
"3798",29.8,36.43033334,22.76666667,98.4,"13",29.763
"3799",27.2,35.5735,22.7,97.6,"14",27.366
"3800",24.3,32.64983334,20.53333333,99.23333333,"15",25.718
"3801",25.3,36.34783334,23.26666667,95.46666667,"16",28.043
"3802",36,43.73383334,28.3,89.96666667,"17",35.9365
"3803",39.5,48.30583334,34.76666667,84.56666667,"18",41.6455
"3804",38.5,45.71783334,41.3,81.23333333,"19",37.831
"3805",42.2,50.02533334,47.03333333,78.93333333,"20",43.2425
"3806",43.9,51.26516667,48.43333333,77.43333333,"21",44.4965
"3807",40.6,48.36316667,52.13333333,75.9,"22",39.734
"3808",35.5,49.759,55.56666667,74.53333333,"23",37.3685
"3809",42.4,51.26316667,59.7,73.36666667,"0",39.93
"3810",41.5,51.00033334,62.66666667,72.66666667,"1",39.42
"3811",36.7,49.86983334,63.53333333,72.4,"2",37.379
"3812",38,50.44816667,62.96666667,72.33333333,"3",37.294
"3813",37.5,49.76033334,61.76666667,72,"4",36.596
"3814",35.7,47.98183333,60.9,72.36666667,"5",34.537
"3815",35.7,49.5175,62.5,71.06666667,"6",34.5285
"3816",40.6,50.40116667,60.56666667,71.93333333,"7",38.2575
"3817",35.6,47.43083334,57.33333333,73.43333333,"8",33.521
"3818",32.9,46.14,47.1,80.16666667,"9",33.2485
"3819",37.1,43.942,38.6,86.56666667,"10",34.1965
"3820",30.6,41.46366667,33.86666667,90.1,"11",31.2985
"3821",30.4,41.7085,29.06666667,94.3,"12",31.142
"3822",27,35.04216667,25.03333333,97.8,"13",27.309
"3823",25.7,32.828,22.06666667,98.83333333,"14",25.9085
"3824",27.3,31.04083334,22.7,97.16666667,"15",25.699
"3825",25.2,32.65033334,24.43333333,94.53333333,"16",24.2925
"3826",33.7,36.36816667,30.36666667,88.13333333,"17",27.76
"3827",48.4,48.3285,37.93333333,83.4,"18",44.545
"3828",37.3,42.22333333,41.93333333,81.3,"19",35.698
"3829",38.5,42.4185,45.96666667,79.63333333,"20",31.49
"3830",38.5,45.427,52.53333333,77.96666667,"21",36.46
"3831",41.6,49.34983333,58.63333333,76.06666667,"22",39.6495
"3832",40.6,50.56533334,61.2,75.23333333,"23",37.9435
"3833",37.2,49.09266667,61.16666667,74.7,"0",35.769
"3834",42.3,49.0675,61.63333333,73.96666667,"1",37.1145
"3835",38.9,51.002,61.96666667,73.8,"2",36.3355
"3836",38.8,50.42566667,62.43333333,72.83333333,"3",37.491
"3837",44.5,52.056,63.8,72,"4",37.4655
"3838",42.8,53.06933333,63.86666667,71.63333333,"5",42.3965
"3839",49.9,55.53166667,64.26666667,71.63333333,"6",46.1805
"3840",50.1,66.57933333,63.63333333,72.4,"7",50.8775
"3841",39.2,52.83,59.63333333,74.1,"8",39.1225
"3842",35,48.33333333,52.9,77.9,"9",35.1585
"3843",32.1,46.03866667,42.96666667,84.23333333,"10",34.459
"3844",37.8,43.50733333,33.03333333,91.63333333,"11",36.3415
"3845",34.5,40.66516667,26.86666667,96.66666667,"12",33.446
"3846",35.8,39.01416667,24.33333333,98.66666667,"13",33.2465
"3847",36.1,40.211,26.16666667,96.3,"14",34.2535
"3848",26.9,41.29916667,27.56666667,94.63333333,"15",34.2415
"3849",33.5,37.35916667,26.46666667,95.43333333,"16",30.287
"3850",39.6,43.0615,33.06666667,89.06666667,"17",34.333
"3851",49.1,53.486,41.2,83.4,"18",48.816
"3852",46.4,54.80916667,44.06666667,81.4,"19",48.295
"3853",39.5,45.306,46.56666667,79.56666667,"20",37.719
"3854",37.8,48.30233334,53.63333333,77.76666667,"21",38.5465
"3855",43.7,52.77233334,60.7,76.23333333,"22",41.6665
"3856",37.5,51.97016667,62.66666667,75.03333333,"23",40.1315
"3857",48.2,56.61466667,62.93333333,74.93333333,"0",44.8595
"3858",40.5,55.12133333,63.16666667,74.6,"1",40.9895
"3859",38,50.68516667,63.16666667,74.4,"2",37.239
"3860",34.3,46.6885,63.96666667,74,"3",31.5295
"3861",34.2,46.5125,63.2,73.8,"4",33.1745
"3862",36,47.41733334,63.53333333,73.13333333,"5",34.9475
"3863",41.6,49.32566667,63.46666667,73.66666667,"6",37.164
"3864",39.3,50.63883333,63.36666667,73.96666667,"7",34.61
"3865",41.5,51.8375,58.46666667,77.1,"8",39.012
"3866",38.8,48.92716667,54.7,79.13333333,"9",35.513
"3867",23.3,39.31716667,50.1,82.06666667,"10",24.846
"3868",19.7,30.19033334,44.13333333,85.4,"11",18.251
"3869",13.2,25.23183334,46.66666667,83.5,"12",20.368
"3870",16.8,25.3885,40.6,87.36666667,"13",17.4305
"3871",15.8,19.71416667,37.6,89.66666667,"14",16.26
"3872",20,24.54833334,40.3,86.96666667,"15",19.589
"3873",17.1,27.02533334,42.26666667,86.16666667,"16",18.6925
"3874",18.5,27.82966667,42.96666667,85.2,"17",20.289
"3875",25,35.6085,53.63333333,79.7,"18",24.983
"3876",38.3,53.473,57.73333333,77.7,"19",45.2365
"3877",25.2,41.68116667,60.6,76.4,"20",26.4275
"3878",13.7,33.76716667,62.23333333,75.33333333,"21",16.2925
"3879",22.2,32.57433333,64.73333333,74.4,"22",19.5965
"3880",9.2,21.73716667,66.46666667,73.8,"23",12.4715
"3881",9.2,17.56833333,67.43333333,73.3,"0",13.2525
"3882",9.3,13.14266667,67.23333333,73.26666667,"1",10.5955
"3883",4.7,11.47233334,65.96666667,73.76666667,"2",7.78600000000001
"3884",6.9,10.67666667,63.66666667,74.2,"3",10.2235
"3885",9.9,16.68883334,63.03333333,75,"4",12.0595
"3886",14.1,25.17466667,63.73333333,74.63333333,"5",15.552
"3887",21,33.389,62.8,75,"6",17.927
"3888",23.9,38.65833333,60.93333333,75.26666667,"7",23.3465
"3889",30.2,40.94583334,57.93333333,76.63333333,"8",27.139
"3890",23.8,37.705,54.63333333,78.7,"9",23.3435
"3891",27.7,38.3005,52.46666667,80.36666667,"10",25.89
"3892",18.1,35.11133333,46.76666667,83.76666667,"11",20.591
"3893",17.3,30.405,38.63333333,89.26666667,"12",19.658
"3894",22.3,29.353,35.03333333,91.73333333,"13",22.5555
"3895",10.5,25.7945,29.36666667,96.93333333,"14",14.9575
"3896",21.3,25.28716667,27.36666667,97.26666667,"15",19.6445
"3897",29,30.06583333,30.36666667,92.73333333,"16",22.195
"3898",28.2,33.37866667,36.93333333,87.86666667,"17",27.5655
"3899",32.4,36.53683333,43.9,83.36666667,"18",27.1185
"3900",48.1,46.92166667,47.63333333,81.5,"19",42.303
"3901",29.9,41.99466667,48.93333333,80.06666667,"20",31.436
"3902",30.4,40.856,52.3,78.9,"21",29.838
"3903",27.2,39.95733334,56.86666667,77.63333333,"22",26.461
"3904",24.7,41.36366667,62.8,76.2,"23",25.079
"3905",18.5,40.40233334,66.86666667,75.2,"0",20.5105
"3906",18.1,37.0725,66.13333333,75.83333333,"1",20.148
"3907",19.3,37.25466667,64.13333333,76.03333333,"2",21.406
"3908",23.4,40.25233334,64.23333333,75.7,"3",22.697
"3909",20.6,40.49783334,65.53333333,74.96666667,"4",22.4025
"3910",19.1,39.9155,67.03333333,74.36666667,"5",20.348
"3911",24.4,43.47916667,66.1,74.36666667,"6",27.028
"3912",29.1,45.571,63.93333333,75.16666667,"7",27.817
"3913",22.3,40.63883334,57.66666667,78.2,"8",24.0345
"3914",28.4,39.053,47.43333333,84.1,"9",26.7215
"3915",26.5,40.47566667,39.33333333,89.26666667,"10",25.8105
"3916",31.6,41.76266667,31.76666667,94.23333333,"11",31.357
"3917",31,36.54966667,25.33333333,99.83333333,"12",28.844
"3918",30.9,35.19866667,22.56666667,101.6333333,"13",27.0825
"3919",30.7,36.94,24.63333333,97.9,"14",30.797
"3920",25.4,35.79266667,23.93333333,99.96666667,"15",27.7955
"3921",29.8,33.52566667,22.06666667,101.5333333,"16",27.303
"3922",33.9,35.3915,28.53333333,93.76666667,"17",29.645
"3923",37.4,37.9805,36.73333333,87.4,"18",33.2255
"3924",37.6,47.33183334,40.7,85.5,"19",39.519
"3925",39.9,41.90833333,44.06666667,83.56666667,"20",31.871
"3926",57,50.99116667,47,82.8,"21",49.572
"3927",53.3,58.22183334,50.76666667,81.13333333,"22",51.4490000000001
"3928",59.6,68.87566667,56.06666667,79.3,"23",57.4095
"3929",55.9,70.5725,57.33333333,78.73333333,"0",55.746
"3930",50.7,71.67516667,58.46666667,78,"1",54.601
"3931",56.7,78.81916667,60.43333333,77.1,"2",60.8669999999999
"3932",63.5,85.78716667,62.03333333,76.23333333,"3",63.23
"3933",62,86.01,62.96666667,76,"4",64.1025
"3934",61.5,86.64916667,64.7,75.2,"5",64.7295
"3935",69.4,108.232,66.03333333,74.96666667,"6",76.425
"3936",67.8,109.742,64.9,75.93333333,"7",81.674
"3937",52.8,72.01683333,59.53333333,78.63333333,"8",53.722
"3938",37.4,52.155,52.3,82.46666667,"9",38.234
"3939",36.5,51.45,45.63333333,86.26666667,"10",39.3035
"3940",40.7,47.98783334,36.23333333,91.8,"11",40.2815
"3941",36.7,44.58666667,27.6,96.76666667,"12",37.862
"3942",40.3,40.65866667,24.23333333,96.93333333,"13",33.6
"3943",29.4,38.9295,22.93333333,98.83333333,"14",30.987
"3944",28,35.94733334,21.6,98.9,"15",27.8915
"3945",28.9,37.29616667,22.53333333,95.4,"16",31.0505
"3946",39.4,37.78583334,24.8,92.5,"17",30.306
"3947",69.2,54.32383334,32,87.53333333,"18",61.039
"3948",86.7,100.6778333,37.46666667,84.6,"19",94.4505
"3949",122.8,112.8173334,39.4,83.9,"20",118.0225
"3950",116.6,106.0588334,42.7,82.76666667,"21",113.501
"3951",97.4,90.01333334,43.33333333,81.7,"22",89.1264999999999
"3952",52.2,67.05733334,54.1,79.6,"23",54.5874999999999
"3953",40.9,57.92366667,59.56666667,78.33333333,"0",44.552
"3954",51.1,64.93316667,60.7,78.23333333,"1",49.6985
"3955",53.4,77.8915,62.23333333,77.76666667,"2",56.0399999999999
"3956",69.2,102.0166667,63.7,76.9,"3",74.9704999999999
"3957",65.7,102.9431667,64.33333333,76.43333333,"4",72.7449999999999
"3958",67.6,100.8723334,64.86666667,76.56666667,"5",70.6815
"3959",67.5,92.8805,64.5,76.73333333,"6",67.3675
"3960",57.2,78.5245,63.16666667,77.06666667,"7",58.392
"3961",50.8,62.01063218,56.75862069,79.89655172,"8",49.4795
"3962",46.2,56.20802151,51.80645161,82.12903226,"9",46.8025
"3963",48.1,55.794,40.9,89.5,"10",48.7995
"3964",48,56.553,32.23333333,95,"11",50.6685
"3965",43.5,49.13516667,26.93333333,97.73333333,"12",45.101
"3966",41.1,44.53433333,23.56666667,98.13333333,"13",38.0035
"3967",41.3,42.72733334,20.43333333,99.26666667,"14",36.9405
"3968",34.9,40.611,18.3,101.2,"15",34.128
"3969",35.1,40.59433334,19.9,99.86666667,"16",34.3635
"3970",40.6,44.4355,24.4,93.9,"17",39.4165
"3971",51,50.06166667,32.53333333,87.9,"18",47.55
"3972",59.8,66.29266667,37.1,85.26666667,"19",62.427
"3973",53.2,55.83716667,42.16666667,84.1,"20",52.205
"3974",38,49.68283333,55.63333333,81.4,"21",39.498
"3975",33.8,49.64183333,59.6,79.93333333,"22",36.7755
"3976",29.3,46.75633333,61.76666667,79.03333333,"23",33.3275
"3977",26.5,45.03466667,61.33333333,79,"0",27.924
"3978",17.2,35.8485,61.8,78.36666667,"1",19.5075
"3979",14.3,33.43416667,61.86666667,77.53333333,"2",16.423
"3980",18.5,33.37983334,61.7,77,"3",17.4695
"3981",14.2,33.157,61.53333333,77,"4",15.418
"3982",17.1,33.03366667,60.26666667,76.8,"5",16.773
"3983",17.6,34.592,61.8,76,"6",18.0305
"3984",18.9,38.39816667,61.23333333,76.3,"7",20.7925
"3985",20.3,38.98733334,57.53333333,78.4,"8",22.0165
"3986",22.3,41.34333334,56.83333333,79.66666667,"9",26.2285
"3987",23.1,38.79383334,53.2,81.43333333,"10",23.875
"3988",26.4,33.92833334,41,88.36666667,"11",22.645
"3989",19,31.983,43.1,85.8,"12",19.1895
"3990",18.9,31.4935,42.9,86.06666667,"13",19.258
"3991",17.4,26.94549261,44,85,"14",17.9515
"3992",19.1,28.75209196,40.06896552,86.51724138,"15",21.097
"3993",19.3,27.526,37.7,88.36666667,"16",20.491
"3994",19.6,32.3055,40.73333333,85.66666667,"17",22.199
"3995",21.8,34.28016667,48,82.3,"18",23.8415
"3996",30.1,42.69616667,51.56666667,81,"19",31.6365
"3997",29.3,37.319,54.7,79.2,"20",25.7165
"3998",20.1,34.76,57.5,77.4,"21",20.2095
"3999",19.9,39.76433333,60.73333333,76,"22",21.639
"4000",19.9,40.51733334,62.48333334,75.16666667,"23",21.8965
"4001",19.5,39.87716667,63.6,75,"0",20.5915
"4002",18.4,38.19191667,63.2,75.31666667,"1",20.3285
"4003",17.2,35.58475,62.7,75.36666667,"2",18.896
"4004",17.6,34.70116667,62,75.55,"3",17.955
"4005",14.6,32.72891667,62.23333333,74.56666667,"4",15.204
"4006",15.8,32.65341667,62.5,73.98333334,"5",15.924
"4007",15.4,36.22292816,62.34712644,73.7816092,"6",17.3105
"4008",25.9,40.29057258,62.5844086,74.29408602,"7",23.6065
"4009",22.3,40.67458333,57.91666667,77.11666667,"8",24.2815
"4010",16.7,33.00416667,50.11666667,80.78333334,"9",18.424
"4011",12.2,19.80075,41.06666667,85.51666667,"10",12.7125
"4012",7,18.14375,35.15,90.01666667,"11",10.7285
"4013",9.9,13.2775,30.58333334,93.16666667,"12",12.853
"4014",9.5,15.76325,30.6,94.75,"13",13.447
"4015",9.2,18.30925575,28.22643679,96.14597701,"14",12.733
"4016",17.7,19.86949463,28.5,94.3344086,"15",16.6065
"4017",14.8,20.16075,31.9,89.55,"16",16.7735
"4018",24.7,24.99341667,33.51666667,88.23333334,"17",22.897
"4019",23.3,29.79841667,37.73333334,84,"18",23.9455
"4020",37.9,43.521,41.88333334,81.96666667,"19",35.708
"4021",35.1,44.92083333,45.86666667,80.25,"20",35.337
"4022",32.4,44.59408333,53.01666667,78.21666667,"21",33.093
"4023",21.6,40.40233334,58.35,76.38333334,"22",24.053
"4024",25.9,40.99108334,60.88333333,75.46666667,"23",24.7965
"4025",22.2,40.37708333,62.11666667,75.05,"0",22.358
"4026",23.1,39.98025,61.18333334,75.25,"1",22.7215
"4027",25.7,41.62483333,60.88333334,74.95,"2",25.0515
"4028",29.8,44.75783333,62.26666667,74.01666667,"3",28.9865
"4029",32,49.59558333,62.75,73.13333334,"4",33.792
"4030",37.6,50.74091667,63.98333334,72.73333334,"5",37.4845
"4031",37.9,50.68741667,63.81666667,72.2,"6",36.7675
"4032",36.1,51.77408334,62.51666667,72.75,"7",35.9195
"4033",37.2,50.43660345,57.63908046,75.57758621,"8",36.5355
"4034",35.3,48.21012097,46.87204301,81.82956989,"9",36.887
"4035",31.1,43.17280173,35.59655173,89.29712644,"10",31.794
"4036",24.2,31.04633333,26.11666667,96.15,"11",23.1905
"4037",21.6,29.23868817,20.43172043,100.9032258,"12",21.8585
"4038",21,30.55120115,18.13448276,102.9068966,"13",21.8485
"4039",20.3,31.98066667,16.61666667,104.1166667,"14",21.628
"4040",28.5,33.65352688,16.56344086,104.4263441,"15",24.9975
"4041",31.4,35.07433334,18.35,101.5666667,"16",27.8135
"4042",33,37.65332472,22.87816092,94.41206897,"17",31.842
"4043",66.8,51.77833333,30.1,87.96666667,"18",52.8285
"4044",38.5,43.98126075,36.15860215,84.02903226,"19",37.7485
"4045",36.2,43.73577586,39.79712644,81.8862069,"20",35.119
"4046",31.9,41.73341667,43.56666667,79.88333334,"21",32.2745
"4047",31.4,42.78386022,47.13494624,78.15860215,"22",31.347
"4048",35.3,45.35350862,50.89022989,76.69942529,"23",35.1935
"4049",32.7,48.76475,57.06666667,74.93333334,"0",33.3875
"4050",34.8,51.18891667,61.4,73.85,"1",35.7925
"4051",37.6,52.2655,61.25,73.83333333,"2",37.4925
"4052",33.6,49.08715054,59.84946237,73.78333334,"3",35.0195
"4053",35.6,50.82522989,59.88333334,73.32816092,"4",36.2225
"4054",34.3,46.0915,58.58333334,73.51666667,"5",31.636
"4055",41.5,49.21666667,59.4,72.66666667,"6",37.1685
"4056",42.4,56.17775806,57.66505376,73.40591398,"7",42.687
"4057",36.6,48.02990517,48.99827586,76.35977012,"8",34.6785
"4058",38.2,45.67891667,39.58333333,83.73333334,"9",36.1685
"4059",36.7,43.41653448,31.65172414,90.63275862,"10",35.869
"4060",32.4,42.58185215,26.58548387,95.77096774,"11",32.866
"4061",31.2,38.11769253,22.53448276,99.84482759,"12",30.8585
"4062",36.6,39.23086828,20.18655914,102.2,"13",32.485
"4063",27.7,35.457,17.65,105.25,"14",27.9125
"4064",27.8,33.38725,17.58333333,104.1666667,"15",26.81
"4065",30.6,33.57925,19.38333334,101.4,"16",27.6805
"4066",31.7,32.65408333,23.15,95.76666667,"17",27.7535
"4067",39.4,42.44075,28.63333334,88.8,"18",32.645
"4068",55.7,54.89058334,35.81666667,85.25,"19",53.1345
"4069",64.1,60.28858334,38.75,83.56666667,"20",56.548
"4070",36.9,45.10466667,40.45,81.18333334,"21",36.5995
"4071",41.6,46.77341667,44.48333334,79,"22",35.995
"4072",39.4,45.44461111,45.83333333,78.35555556,"23",37.419
"4073",37.9,47.33588889,48.24444444,77.44444445,"0",36.884
"4074",33.6,47.52205556,50.55555555,76.47777778,"1",33.7515
"4075",38.5,56.1505,52.32222222,76.04444445,"2",41.165
"4076",34.7,47.61138889,54.35555555,75.13333333,"3",34.1815
"4077",37.7,50.02761111,55.81111111,74.43333334,"4",36.302
"4078",48.2,61.588,58.68888889,73.48888889,"5",48.675
"4079",52.8,74.54311111,60.71111111,72.71111111,"6",57.1475
"4080",65.7,91.88144444,58.86666667,73.64444445,"7",67.961
"4081",66.6,75.35211111,51.52222222,75.85555556,"8",64.155
"4082",54.3,55.30083333,41.74444444,81.5,"9",48.783
"4083",37.7,44.75916667,33.05555556,88.74444445,"10",37.5615
"4084",25.8,31.51166667,23.45555555,95.27777778,"11",22.6995
"4085",56,62.02522222,52.18888889,77.64444445,"8",53.047
"4086",55.1,60.14527778,44.33333333,82.43333333,"9",52.688
"4087",51.5,52.98372222,35.32222222,88.82222222,"10",49.397
"4088",40.8,45.82190422,26.71992337,93.90881226,"11",40.892
"4089",39.7,43.19911111,21.92222222,98.41111111,"12",37.721
"4090",36.2,40.86733333,18.38888889,101.2888889,"13",35.7155
"4091",63.3,52.7525,22.32222222,88.4,"18",59.5
"4092",70.6,57.83855556,25.26666666,84.34444444,"19",63.4265
"4093",52,54.24827778,31.63333333,81.55555556,"20",55.421
"4094",53.8,55.79466667,36.67777778,79.12222222,"21",52.9405
"4095",51.6,54.14727778,39.08888889,76.7,"22",49.295
"4096",35.6,40.22872222,41.06666667,77.38888889,"23",31.6235
"4097",28.2,37.07116667,42.73333333,75.91111111,"0",27.2355
"4098",27.1,35.56794445,45.97777778,74.93333333,"1",24.953
"4099",25.6,35.50594445,52.21111111,73.25555556,"2",23.2895
"4100",21.2,38.18266667,57.16666667,71.86666667,"3",20.8685
"4101",28,41.54333334,58.15555555,71.02222222,"4",25.097
"4102",33.7,45.74988889,59.32222222,70.85555556,"5",31.5085
"4103",35.2,44.65944444,59.65555555,70.97777778,"6",30.752
"4104",29.8,47.80122222,60.03333333,71.27777778,"7",30.247
"4105",31.7,46.93494445,54.62222222,74.63333333,"8",32.7495
"4106",32.3,41.70655556,43.44444445,81.56666667,"9",30.815
"4107",35.3,38.99255555,33.17777778,88.23333333,"10",33.1905
"4108",34.3,39.08244445,25.55555556,94.3,"11",33.361
"4109",36,40.2075,20.25555556,99.85555557,"12",34.4945
"4110",24.7,36.02472222,16.51111111,103.1222222,"13",26.546
"4111",28.3,32.60650766,13.57777778,104.3888889,"14",26.552
"4112",22.9,28.09977778,12.01111111,105.0111111,"15",22.377
"4113",27.2,27.61594445,12.21111111,103.7555556,"16",23.905
"4114",30.4,26.28544445,15.02222222,97.48888889,"17",25.199
"4115",53.8,41.11305556,19.52222222,89.33333333,"18",42.935
"4116",72.9,63.02938889,24.07777778,84.93333333,"19",64.0615
"4117",89.4,84.637,27.32222222,82.26666667,"20",84.5485
"4118",42.5,48.24438889,34.14444445,80.18888889,"21",41.7395
"4119",22.7,33.03711111,47.44444445,78.33333333,"22",22.4105
"4120",21,32.80764751,52.21762452,77.15708812,"23",20.135
"4121",28.2,38.4975,57.76666667,76,"0",23.886
"4122",27,44.428,59.96666667,75.93333333,"1",27.296
"4123",29,45.74838889,59.2,76.31111111,"2",29.9275
"4124",31.2,46.1235,59.26666667,75.86666667,"3",31.2935
"4125",35.6,47.63661111,61.06666667,74.95555556,"4",33.578
"4126",32.4,46.48872222,61.65555556,74.24444445,"5",33.1985
"4127",31.1,45.70438889,62.4,73.44444444,"6",29.1845
"4128",26.7,45.57088889,62.03333334,73.58888889,"7",27.5195
"4129",26.6,46.02833333,57.77777778,75.91111111,"8",29.2185
"4130",25.9,41.62116667,48.03333333,82.27777778,"9",27.2185
"4131",30.4,38.84577778,36.95555556,90.23333333,"10",30.1705
"4132",21.8,30.68794445,32.34444445,93.45555556,"11",21.773
"4133",23.4,28.652,33.4,93.4,"12",22.1015
"4134",16.1,19.32077778,31.97777778,95.14444445,"13",14.9405
"4135",14,17.08572222,33.85555556,93.61111111,"14",15.1365
"4136",15.3,13.92411111,35.55555556,92.23333333,"15",15.7
"4137",12.6,13.61611111,41.56666667,87.45555556,"16",14.071
"4138",10.9,14.91066667,46.8,83.7,"17",13.0625
"4139",12.2,20.59133333,51.36666667,80.78888889,"18",16.563
"4140",17.4,31.53366667,55.54444444,79.12222222,"19",21.1795
"4141",23.5,39.72438889,56.7,78.51111111,"20",25.0525
"4142",30.8,42.45716667,58.68888889,77.51111111,"21",29.8165
"4143",18.7,35.13655556,55.62222222,77.24444445,"22",18.957
"4144",21.8,37.60088889,55.95555556,76.98888889,"23",22.378
"4145",23.1,37.16161111,56.86666667,76.95555556,"0",23.65
"4146",20.9,35.86716667,58.93333333,76.44444444,"1",19.873
"4147",24.4,37.34616667,60.07777778,76.93333333,"2",23.446
"4148",19.7,33.62522222,60.13333333,76.1,"3",20.042
"4149",19.8,33.4875,59.17777778,75.86666667,"4",18.9995
"4150",19,31.8685,59.27777778,74.91111111,"5",17.987
"4151",19,33.24583333,59.51111111,74.76666667,"6",17.376
"4152",19.1,34.16588889,58.38888889,75.04444444,"7",18.997
"4153",17,32.46561111,52.07777778,77.14444444,"8",17.3395
"4154",15.6,27.33594444,41.8,83.72222222,"9",15.043
"4155",16.4,24.83522222,35.04444444,89.3,"10",15.898
"4156",17.5,25.42016667,29.74444444,95,"11",17.024
"4157",14.9,21.967,25.31111111,99.67777777,"12",16.275
"4158",17.8,22.70455556,22.3,102.3777778,"13",18.11
"4159",20.8,18.84883333,22.66666667,100.8666667,"14",17.125
"4160",13.1,18.53505556,23.73333334,98.71111111,"15",14.9775
"4161",16.2,19.88316667,22.54444444,99.16666668,"16",17.7295
"4162",18.4,20.50777778,25.71111111,94.92222222,"17",17.6165
"4163",23.7,31.41044444,31.6,88.61111111,"18",23.1195
"4164",26.3,35.70488889,37.72222222,85.25555556,"19",25.5575
"4165",20.4,31.11388889,44.23333333,82.48888889,"20",21.6675
"4166",21.7,34.72633333,48.47777778,80.07777778,"21",26.227
"4167",26.7,39.57787931,53.06704981,78.45019157,"22",26.532
"4168",35,47.452,56.98888889,77.04444444,"23",36.4515
"4169",36.4,49.332,58.75555556,76.41111111,"0",35.483
"4170",33.5,47.95144445,58.87777778,76,"1",31.2415
"4171",31.7,46.41155556,59.18888889,75.14444445,"2",31.6775
"4172",30.3,43.56888889,57.81111111,74.94444444,"3",27.8945
"4173",25.9,42.03294444,56.37777778,74.48888889,"4",25.911
"4174",25.7,43.57888889,56.96666667,74,"5",27.336
"4175",36.1,47.95727778,57.1,73.82222222,"6",33.8025
"4176",36.1,50.65916667,56.42222222,73.8,"7",35.4245
"4177",40.5,56.52738889,52.43333333,76.92222222,"8",41.2175
"4178",34,42.82566667,40.37777778,83.15555555,"9",31.676
"4179",27.1,35.34472222,32.05555556,89.5,"10",25.386
"4180",21.3,30.33688889,25.03333333,96.23333333,"11",22.0225
"4181",22.2,28.95038889,20.02222222,101.7888889,"12",21.758
"4182",20.6,23.78411111,16.86666667,105.0777778,"13",19.107
"4183",18.3,20.76094444,14.9,107.0333333,"14",17.4545
"4184",14.6,19.57527778,14.65555556,106.0444444,"15",15.711
"4185",19.9,21.44683333,14.95555555,104.3,"16",19.075
"4186",21.5,23.5355,18.46666667,98.02222222,"17",20.333
"4187",20.6,28.68477778,23.21111111,91.13333334,"18",23.064
"4188",49.4,45.05322222,28.41111111,87.3,"19",43.836
"4189",32.1,38.75016667,34.24444444,84,"20",30.8495
"4190",29.8,37.47383333,39.9,81.35555555,"21",28.38
"4191",28.7,39.78527778,45.7,79.37777778,"22",28.8715
"4192",37.9,43.5285,50.78888889,77.55555555,"23",35.5345
"4193",29.5,42.59388889,52.86666666,76.46666667,"0",28.378
"4194",29.7,40.25861111,51.52222222,75.4,"1",28.1165
"4195",31,43.72905556,52.11111111,74.58888889,"2",28.3455
"4196",33.4,42.97644444,50.97777778,73.6,"3",30.901
"4197",29.6,44.80588889,52.63333333,72.77777778,"4",28.87
"4198",34.2,47.40566667,52.02222222,72.03333333,"5",35.151
"4199",50.1,69.02405556,52.72222222,71.93333333,"6",53.879
"4200",49.2,64.85988889,51.48888889,72.44444444,"7",49.583
"4201",48.4,60.808,44.5,75.87777778,"8",48.6355
"4202",35,43.7935,32.54444445,81.84444444,"9",35.265
"4203",31.1,41.73716667,28.28888889,87.38888889,"10",31.7865
"4204",24.1,31.86833333,20.9,94.01111111,"11",23.721
"4205",23.4,27.38656897,16.77547893,99.03716476,"12",20.7655
"4206",19.3,27.05203257,14.33333333,102.5222222,"13",20.612
"4207",18.4,25.22821326,12.03333333,104.3,"14",19.066
