"","BAM","PA_CF_ATM","PA_RH","PA_Temp","hour","h2o_nn"
"3883",4.7,11.47233334,65.96666667,73.76666667,"2",9.94146703414131
"3884",6.9,10.67666667,63.66666667,74.2,"3",9.93121822483378
"3885",9.9,16.68883334,63.03333333,75,"4",12.965802433665
"3886",14.1,25.17466667,63.73333333,74.63333333,"5",17.7734372386076
"3887",21,33.389,62.8,75,"6",22.8756229486801
"3888",23.9,38.65833333,60.93333333,75.26666667,"7",26.9451705855158
"3889",30.2,40.94583334,57.93333333,76.63333333,"8",20.7085027210984
"3890",23.8,37.705,54.63333333,78.7,"9",24.6135312787343
"3891",27.7,38.3005,52.46666667,80.36666667,"10",20.3605994473463
"3892",18.1,35.11133333,46.76666667,83.76666667,"11",16.5926577715303
"3893",17.3,30.405,38.63333333,89.26666667,"12",22.2070799825695
"3894",22.3,29.353,35.03333333,91.73333333,"13",21.6933000482884
"3895",10.5,25.7945,29.36666667,96.93333333,"14",20.8913144126489
"3896",21.3,25.28716667,27.36666667,97.26666667,"15",22.8709192088345
"3897",29,30.06583333,30.36666667,92.73333333,"16",25.0194867088258
"3898",28.2,33.37866667,36.93333333,87.86666667,"17",27.3204224929734
"3899",32.4,36.53683333,43.9,83.36666667,"18",31.0907324759292
"3900",48.1,46.92166667,47.63333333,81.5,"19",39.9719124781203
"3901",29.9,41.99466667,48.93333333,80.06666667,"20",32.1661760626795
"3902",30.4,40.856,52.3,78.9,"21",29.5313563399914
"3903",27.2,39.95733334,56.86666667,77.63333333,"22",26.6789193994097
"3904",24.7,41.36366667,62.8,76.2,"23",26.3583204630966
"3905",18.5,40.40233334,66.86666667,75.2,"0",24.6131870246845
"3906",18.1,37.0725,66.13333333,75.83333333,"1",19.9328512822329
"3907",19.3,37.25466667,64.13333333,76.03333333,"2",20.419827855736
"3908",23.4,40.25233334,64.23333333,75.7,"3",22.2374599497225
"3909",20.6,40.49783334,65.53333333,74.96666667,"4",22.1348226856516
"3910",19.1,39.9155,67.03333333,74.36666667,"5",21.8352916439925
"3911",24.4,43.47916667,66.1,74.36666667,"6",25.7139757768184
"3912",29.1,45.571,63.93333333,75.16666667,"7",26.6810016960864
"3913",22.3,40.63883334,57.66666667,78.2,"8",20.9946068202787
"3914",28.4,39.053,47.43333333,84.1,"9",26.7216004682952
"3915",26.5,40.47566667,39.33333333,89.26666667,"10",26.4103007200689
"3916",31.6,41.76266667,31.76666667,94.23333333,"11",29.2391609579378
"3917",31,36.54966667,25.33333333,99.83333333,"12",26.0455643330007
"3918",30.9,35.19866667,22.56666667,101.6333333,"13",24.0030455654185
"3919",30.7,36.94,24.63333333,97.9,"14",23.844780641257
"3920",25.4,35.79266667,23.93333333,99.96666667,"15",23.1745962850785
"3921",29.8,33.52566667,22.06666667,101.5333333,"16",23.8689492725907
"3922",33.9,35.3915,28.53333333,93.76666667,"17",27.7416854798047
"3923",37.4,37.9805,36.73333333,87.4,"18",33.1238300677373
"3924",37.6,47.33183334,40.7,85.5,"19",42.694217945623
"3925",39.9,41.90833333,44.06666667,83.56666667,"20",33.0726884200989
"3926",57,50.99116667,47,82.8,"21",44.5505808691686
"3927",53.3,58.22183334,50.76666667,81.13333333,"22",50.9286882668188
"3928",59.6,68.87566667,56.06666667,79.3,"23",60.1055308225481
"3929",55.9,70.5725,57.33333333,78.73333333,"0",59.018405561492
"3930",50.7,71.67516667,58.46666667,78,"1",56.4758264962395
"3931",56.7,78.81916667,60.43333333,77.1,"2",63.7142442769357
"3932",63.5,85.78716667,62.03333333,76.23333333,"3",68.7705431056782
"3933",62,86.01,62.96666667,76,"4",67.9646423623385
"3934",61.5,86.64916667,64.7,75.2,"5",69.1312767874034
"3935",69.4,108.232,66.03333333,74.96666667,"6",87.6578371160204
"3936",67.8,109.742,64.9,75.93333333,"7",87.4734959558187
"3937",52.8,72.01683333,59.53333333,78.63333333,"8",51.3226241486604
"3938",37.4,52.155,52.3,82.46666667,"9",38.7393588595849
"3939",36.5,51.45,45.63333333,86.26666667,"10",39.2657638463943
"3940",40.7,47.98783334,36.23333333,91.8,"11",37.2528195036014
"3941",36.7,44.58666667,27.6,96.76666667,"12",36.0254251941616
"3942",40.3,40.65866667,24.23333333,96.93333333,"13",29.737043050809
"3943",29.4,38.9295,22.93333333,98.83333333,"14",27.6235406461568
"3944",28,35.94733334,21.6,98.9,"15",23.5493778058202
"3945",28.9,37.29616667,22.53333333,95.4,"16",26.4337366660179
"3946",39.4,37.78583334,24.8,92.5,"17",30.4614337109567
"3947",69.2,54.32383334,32,87.53333333,"18",55.732136700017
"3948",86.7,100.6778333,37.46666667,84.6,"19",103.476461268584
"3949",122.8,112.8173334,39.4,83.9,"20",118.095170121237
"3950",116.6,106.0588334,42.7,82.76666667,"21",107.835177837457
"3951",97.4,90.01333334,43.33333333,81.7,"22",85.1468985170708
"3952",52.2,67.05733334,54.1,79.6,"23",59.03386861672
"3953",40.9,57.92366667,59.56666667,78.33333333,"0",47.0186329592816
"3954",51.1,64.93316667,60.7,78.23333333,"1",49.8113226819912
"3955",53.4,77.8915,62.23333333,77.76666667,"2",62.4883236955657
"3956",69.2,102.0166667,63.7,76.9,"3",85.1924108266839
"3957",65.7,102.9431667,64.33333333,76.43333333,"4",83.9249736056491
"3958",67.6,100.8723334,64.86666667,76.56666667,"5",82.7038468300129
"3959",67.5,92.8805,64.5,76.73333333,"6",72.0389644926192
"3960",57.2,78.5245,63.16666667,77.06666667,"7",58.1611924569541
"3961",50.8,62.01063218,56.75862069,79.89655172,"8",43.1901882242772
"3962",46.2,56.20802151,51.80645161,82.12903226,"9",42.7697703002204
"3963",48.1,55.794,40.9,89.5,"10",45.3753994690321
"3964",48,56.553,32.23333333,95,"11",49.8870998644855
"3965",43.5,49.13516667,26.93333333,97.73333333,"12",42.8960842023179
"3966",41.1,44.53433333,23.56666667,98.13333333,"13",35.9838912857687
"3967",41.3,42.72733334,20.43333333,99.26666667,"14",33.2666004587441
"3968",34.9,40.611,18.3,101.2,"15",31.6891614526687
"3969",35.1,40.59433334,19.9,99.86666667,"16",29.1181078212452
"3970",40.6,44.4355,24.4,93.9,"17",38.5378135281171
"3971",51,50.06166667,32.53333333,87.9,"18",49.892852076184
"3972",59.8,66.29266667,37.1,85.26666667,"19",66.7533286287183
"3973",53.2,55.83716667,42.16666667,84.1,"20",52.2202833095344
"3974",38,49.68283333,55.63333333,81.4,"21",40.9119685263358
"3975",33.8,49.64183333,59.6,79.93333333,"22",37.8200744327415
"3976",29.3,46.75633333,61.76666667,79.03333333,"23",33.8049237096665
"3977",26.5,45.03466667,61.33333333,79,"0",31.870911337778
"3978",17.2,35.8485,61.8,78.36666667,"1",21.6473222536853
"3979",14.3,33.43416667,61.86666667,77.53333333,"2",19.2925870164926
"3980",18.5,33.37983334,61.7,77,"3",20.5023991867466
"3981",14.2,33.157,61.53333333,77,"4",20.3480934326922
"3982",17.1,33.03366667,60.26666667,76.8,"5",22.5750073230006
"3983",17.6,34.592,61.8,76,"6",24.9332890833818
"3984",18.9,38.39816667,61.23333333,76.3,"7",26.9841265365691
"3985",20.3,38.98733334,57.53333333,78.4,"8",22.141326753263
"3986",22.3,41.34333334,56.83333333,79.66666667,"9",24.3507309877032
"3987",23.1,38.79383334,53.2,81.43333333,"10",20.5327852333581
"3988",26.4,33.92833334,41,88.36666667,"11",18.6528666799576
"3989",19,31.983,43.1,85.8,"12",21.5640626574692
"3990",18.9,31.4935,42.9,86.06666667,"13",21.20908482687
"3991",17.4,26.94549261,44,85,"14",21.0610453380352
"3992",19.1,28.75209196,40.06896552,86.51724138,"15",23.6907932025923
"3993",19.3,27.526,37.7,88.36666667,"16",23.5823498934412
"3994",19.6,32.3055,40.73333333,85.66666667,"17",26.6311524094562
"3995",21.8,34.28016667,48,82.3,"18",28.2872461300167
"3996",30.1,42.69616667,51.56666667,81,"19",33.4682048814265
"3997",29.3,37.319,54.7,79.2,"20",30.6718693307618
"3998",20.1,34.76,57.5,77.4,"21",27.1833569271336
"3999",19.9,39.76433333,60.73333333,76,"22",25.3859479333759
"4000",19.9,40.51733334,62.48333334,75.16666667,"23",25.4596773568836
"4001",19.5,39.87716667,63.6,75,"0",24.6995986436031
"4002",18.4,38.19191667,63.2,75.31666667,"1",21.8211958032607
"4003",17.2,35.58475,62.7,75.36666667,"2",20.2756724726338
"4004",17.6,34.70116667,62,75.55,"3",21.138020984847
"4005",14.6,32.72891667,62.23333333,74.56666667,"4",19.8232055673665
"4006",15.8,32.65341667,62.5,73.98333334,"5",21.5525216864878
"4007",15.4,36.22292816,62.34712644,73.7816092,"6",26.303554232963
"4008",25.9,40.29057258,62.5844086,74.29408602,"7",25.2493429110182
"4009",22.3,40.67458333,57.91666667,77.11666667,"8",20.8416780880095
"4010",16.7,33.00416667,50.11666667,80.78333334,"9",19.585013112537
"4011",12.2,19.80075,41.06666667,85.51666667,"10",15.8513036885562
"4012",7,18.14375,35.15,90.01666667,"11",16.8915488579496
"4013",9.9,13.2775,30.58333334,93.16666667,"12",15.4239328185741
"4014",9.5,15.76325,30.6,94.75,"13",17.3262844602937
"4015",9.2,18.30925575,28.22643679,96.14597701,"14",18.0324644294702
"4016",17.7,19.86949463,28.5,94.3344086,"15",20.7302982685738
"4017",14.8,20.16075,31.9,89.55,"16",21.0449623833689
"4018",24.7,24.99341667,33.51666667,88.23333334,"17",24.6678149151424
"4019",23.3,29.79841667,37.73333334,84,"18",26.4172798746902
"4020",37.9,43.521,41.88333334,81.96666667,"19",36.5793224884961
"4021",35.1,44.92083333,45.86666667,80.25,"20",35.7630201637661
"4022",32.4,44.59408333,53.01666667,78.21666667,"21",34.028949453423
"4023",21.6,40.40233334,58.35,76.38333334,"22",26.2262929819736
"4024",25.9,40.99108334,60.88333333,75.46666667,"23",26.2359445750101
"4025",22.2,40.37708333,62.11666667,75.05,"0",25.319599740557
"4026",23.1,39.98025,61.18333334,75.25,"1",21.8411617637311
"4027",25.7,41.62483333,60.88333334,74.95,"2",23.4031877085074
"4028",29.8,44.75783333,62.26666667,74.01666667,"3",28.079298867451
"4029",32,49.59558333,62.75,73.13333334,"4",33.5072569276076
"4030",37.6,50.74091667,63.98333334,72.73333334,"5",35.2790871049966
"4031",37.9,50.68741667,63.81666667,72.2,"6",34.8862200970739
"4032",36.1,51.77408334,62.51666667,72.75,"7",33.2131538878492
"4033",37.2,50.43660345,57.63908046,75.57758621,"8",29.7273409415724
"4034",35.3,48.21012097,46.87204301,81.82956989,"9",34.4729448759399
"4035",31.1,43.17280173,35.59655173,89.29712644,"10",30.0052654557503
"4036",24.2,31.04633333,26.11666667,96.15,"11",21.4601507543667
"4037",21.6,29.23868817,20.43172043,100.9032258,"12",22.3076434474369
"4038",21,30.55120115,18.13448276,102.9068966,"13",24.0376755265868
"4039",20.3,31.98066667,16.61666667,104.1166667,"14",23.7741912379842
"4040",28.5,33.65352688,16.56344086,104.4263441,"15",24.0683025926076
"4041",31.4,35.07433334,18.35,101.5666667,"16",24.1312242788758
"4042",33,37.65332472,22.87816092,94.41206897,"17",30.3972062094361
"4043",66.8,51.77833333,30.1,87.96666667,"18",52.4820981026893
"4044",38.5,43.98126075,36.15860215,84.02903226,"19",38.626410127073
"4045",36.2,43.73577586,39.79712644,81.8862069,"20",35.6452434071733
"4046",31.9,41.73341667,43.56666667,79.88333334,"21",32.2773845816826
"4047",31.4,42.78386022,47.13494624,78.15860215,"22",30.8862058685309
"4048",35.3,45.35350862,50.89022989,76.69942529,"23",33.7989918788473
"4049",32.7,48.76475,57.06666667,74.93333334,"0",37.2254806674002
"4050",34.8,51.18891667,61.4,73.85,"1",35.7613147013001
"4051",37.6,52.2655,61.25,73.83333333,"2",37.4641449257361
"4052",33.6,49.08715054,59.84946237,73.78333334,"3",34.291468848328
"4053",35.6,50.82522989,59.88333334,73.32816092,"4",35.5245150275433
"4054",34.3,46.0915,58.58333334,73.51666667,"5",30.117443484898
"4055",41.5,49.21666667,59.4,72.66666667,"6",33.4551101079743
"4056",42.4,56.17775806,57.66505376,73.40591398,"7",38.815822881095
"4057",36.6,48.02990517,48.99827586,76.35977012,"8",28.3792223808502
"4058",38.2,45.67891667,39.58333333,83.73333334,"9",33.3427423712766
"4059",36.7,43.41653448,31.65172414,90.63275862,"10",31.1843278286198
"4060",32.4,42.58185215,26.58548387,95.77096774,"11",30.5555726157861
"4061",31.2,38.11769253,22.53448276,99.84482759,"12",27.289470965764
"4062",36.6,39.23086828,20.18655914,102.2,"13",28.1107742771012
"4063",27.7,35.457,17.65,105.25,"14",24.3363437303672
"4064",27.8,33.38725,17.58333333,104.1666667,"15",24.0619528219259
"4065",30.6,33.57925,19.38333334,101.4,"16",24.1819770285711
"4066",31.7,32.65408333,23.15,95.76666667,"17",27.7038373229002
"4067",39.4,42.44075,28.63333334,88.8,"18",38.2458176355424
"4068",55.7,54.89058334,35.81666667,85.25,"19",54.6893807264064
"4069",64.1,60.28858334,38.75,83.56666667,"20",57.8877148372278
"4070",36.9,45.10466667,40.45,81.18333334,"21",37.399440985015
"4071",41.6,46.77341667,44.48333334,79,"22",36.8311818549151
"4072",39.4,45.44461111,45.83333333,78.35555556,"23",35.1260276577442
"4073",37.9,47.33588889,48.24444444,77.44444445,"0",37.3838449487279
"4074",33.6,47.52205556,50.55555555,76.47777778,"1",32.9575806756213
"4075",38.5,56.1505,52.32222222,76.04444445,"2",44.5521386732044
"4076",34.7,47.61138889,54.35555555,75.13333333,"3",33.4177409338552
"4077",37.7,50.02761111,55.81111111,74.43333334,"4",35.4199387912178
"4078",48.2,61.588,58.68888889,73.48888889,"5",48.7126144360675
"4079",52.8,74.54311111,60.71111111,72.71111111,"6",55.105789969853
"4080",65.7,91.88144444,58.86666667,73.64444445,"7",70.0487721870885
"4081",66.6,75.35211111,51.52222222,75.85555556,"8",56.1018740810763
"4082",54.3,55.30083333,41.74444444,81.5,"9",44.9121946572946
"4083",37.7,44.75916667,33.05555556,88.74444445,"10",32.4387037698748
"4084",25.8,31.51166667,23.45555555,95.27777778,"11",21.7032418510001
"4085",56,62.02522222,52.18888889,77.64444445,"8",44.0045693207071
"4086",55.1,60.14527778,44.33333333,82.43333333,"9",48.6777874505521
"4087",51.5,52.98372222,35.32222222,88.82222222,"10",43.8654241051945
"4088",40.8,45.82190422,26.71992337,93.90881226,"11",35.6760114769008
"4089",39.7,43.19911111,21.92222222,98.41111111,"12",33.555650607066
"4090",36.2,40.86733333,18.38888889,101.2888889,"13",30.5531374949557
"4091",63.3,52.7525,22.32222222,88.4,"18",53.5892802975033
"4092",70.6,57.83855556,25.26666666,84.34444444,"19",59.8819629172308
"4093",52,54.24827778,31.63333333,81.55555556,"20",51.8443893515811
"4094",53.8,55.79466667,36.67777778,79.12222222,"21",52.9626186632186
"4095",51.6,54.14727778,39.08888889,76.7,"22",47.8030249102859
"4096",35.6,40.22872222,41.06666667,77.38888889,"23",30.4821341804046
"4097",28.2,37.07116667,42.73333333,75.91111111,"0",29.0609095651319
"4098",27.1,35.56794445,45.97777778,74.93333333,"1",26.3740731652727
"4099",25.6,35.50594445,52.21111111,73.25555556,"2",24.2873700861819
"4100",21.2,38.18266667,57.16666667,71.86666667,"3",23.2669279402517
"4101",28,41.54333334,58.15555555,71.02222222,"4",24.1148174308953
"4102",33.7,45.74988889,59.32222222,70.85555556,"5",29.1118833696582
"4103",35.2,44.65944444,59.65555555,70.97777778,"6",27.7428243154163
"4104",29.8,47.80122222,60.03333333,71.27777778,"7",29.7627538808485
"4105",31.7,46.93494445,54.62222222,74.63333333,"8",25.7403901805156
"4106",32.3,41.70655556,43.44444445,81.56666667,"9",28.6561026642466
"4107",35.3,38.99255555,33.17777778,88.23333333,"10",26.8130566020907
"4108",34.3,39.08244445,25.55555556,94.3,"11",27.1945645834076
"4109",36,40.2075,20.25555556,99.85555557,"12",29.2598406332079
"4110",24.7,36.02472222,16.51111111,103.1222222,"13",25.4071162670953
"4111",28.3,32.60650766,13.57777778,104.3888889,"14",23.9505903022651
"4112",22.9,28.09977778,12.01111111,105.0111111,"15",23.6193890612923
"4113",27.2,27.61594445,12.21111111,103.7555556,"16",23.4113910082806
"4114",30.4,26.28544445,15.02222222,97.48888889,"17",25.0144936640056
"4115",53.8,41.11305556,19.52222222,89.33333333,"18",36.8827085347556
"4116",72.9,63.02938889,24.07777778,84.93333333,"19",66.5994913980014
"4117",89.4,84.637,27.32222222,82.26666667,"20",85.100384720306
"4118",42.5,48.24438889,34.14444445,80.18888889,"21",42.7209590087907
"4119",22.7,33.03711111,47.44444445,78.33333333,"22",25.4919502090932
"4120",21,32.80764751,52.21762452,77.15708812,"23",24.7677422774991
"4121",28.2,38.4975,57.76666667,76,"0",26.387735486513
"4122",27,44.428,59.96666667,75.93333333,"1",26.9317086447266
"4123",29,45.74838889,59.2,76.31111111,"2",29.2624245697087
"4124",31.2,46.1235,59.26666667,75.86666667,"3",30.6032204867157
"4125",35.6,47.63661111,61.06666667,74.95555556,"4",31.6294045548762
"4126",32.4,46.48872222,61.65555556,74.24444445,"5",30.2278903636197
"4127",31.1,45.70438889,62.4,73.44444444,"6",28.8089874502281
"4128",26.7,45.57088889,62.03333334,73.58888889,"7",27.1054729196657
"4129",26.6,46.02833333,57.77777778,75.91111111,"8",24.2732787290468
"4130",25.9,41.62116667,48.03333333,82.27777778,"9",27.0045911289402
"4131",30.4,38.84577778,36.95555556,90.23333333,"10",25.6926143598262
"4132",21.8,30.68794445,32.34444445,93.45555556,"11",20.7148282959731
"4133",23.4,28.652,33.4,93.4,"12",21.9070567691402
"4134",16.1,19.32077778,31.97777778,95.14444445,"13",18.5957205359712
"4135",14,17.08572222,33.85555556,93.61111111,"14",17.3243806497664
"4136",15.3,13.92411111,35.55555556,92.23333333,"15",17.2510963523001
"4137",12.6,13.61611111,41.56666667,87.45555556,"16",16.8908928859383
"4138",10.9,14.91066667,46.8,83.7,"17",18.0738825694973
"4139",12.2,20.59133333,51.36666667,80.78888889,"18",20.5373573061123
"4140",17.4,31.53366667,55.54444444,79.12222222,"19",27.1306215514881
"4141",23.5,39.72438889,56.7,78.51111111,"20",29.1863650559525
"4142",30.8,42.45716667,58.68888889,77.51111111,"21",30.1499576153685
"4143",18.7,35.13655556,55.62222222,77.24444445,"22",26.4678941932037
"4144",21.8,37.60088889,55.95555556,76.98888889,"23",27.1052232581511
"4145",23.1,37.16161111,56.86666667,76.95555556,"0",27.0683379482713
"4146",20.9,35.86716667,58.93333333,76.44444444,"1",23.4561379518754
"4147",24.4,37.34616667,60.07777778,76.93333333,"2",22.5952074590443
"4148",19.7,33.62522222,60.13333333,76.1,"3",21.5398944535214
"4149",19.8,33.4875,59.17777778,75.86666667,"4",21.5936920236377
"4150",19,31.8685,59.27777778,74.91111111,"5",20.8574680714965
"4151",19,33.24583333,59.51111111,74.76666667,"6",23.832186153689
"4152",19.1,34.16588889,58.38888889,75.04444444,"7",25.9876629830525
"4153",17,32.46561111,52.07777778,77.14444444,"8",17.8977697207317
"4154",15.6,27.33594444,41.8,83.72222222,"9",18.1567384722783
"4155",16.4,24.83522222,35.04444444,89.3,"10",18.0519568419177
"4156",17.5,25.42016667,29.74444444,95,"11",20.2462686627562
"4157",14.9,21.967,25.31111111,99.67777777,"12",19.1083043878854
"4158",17.8,22.70455556,22.3,102.3777778,"13",20.0137092683632
"4159",20.8,18.84883333,22.66666667,100.8666667,"14",18.36672420573
"4160",13.1,18.53505556,23.73333334,98.71111111,"15",20.0483875127693
"4161",16.2,19.88316667,22.54444444,99.16666668,"16",21.2243000535563
"4162",18.4,20.50777778,25.71111111,94.92222222,"17",22.733497317152
"4163",23.7,31.41044444,31.6,88.61111111,"18",27.657253105446
"4164",26.3,35.70488889,37.72222222,85.25555556,"19",37.9495966111067
"4165",20.4,31.11388889,44.23333333,82.48888889,"20",26.0138136500261
"4166",21.7,34.72633333,48.47777778,80.07777778,"21",31.0534310991755
"4167",26.7,39.57787931,53.06704981,78.45019157,"22",27.4558367955658
"4168",35,47.452,56.98888889,77.04444444,"23",35.4045684938022
"4169",36.4,49.332,58.75555556,76.41111111,"0",37.8423736173054
"4170",33.5,47.95144445,58.87777778,76,"1",31.8626305753591
"4171",31.7,46.41155556,59.18888889,75.14444445,"2",30.0448944257929
"4172",30.3,43.56888889,57.81111111,74.94444444,"3",27.3384329107135
"4173",25.9,42.03294444,56.37777778,74.48888889,"4",25.1395637605755
"4174",25.7,43.57888889,56.96666667,74,"5",27.0880914485623
"4175",36.1,47.95727778,57.1,73.82222222,"6",32.1209635827634
"4176",36.1,50.65916667,56.42222222,73.8,"7",33.0984450792197
"4177",40.5,56.52738889,52.43333333,76.92222222,"8",38.743135251101
"4178",34,42.82566667,40.37777778,83.15555555,"9",29.8623041519322
"4179",27.1,35.34472222,32.05555556,89.5,"10",23.9837615573042
"4180",21.3,30.33688889,25.03333333,96.23333333,"11",21.4311329785367
"4181",22.2,28.95038889,20.02222222,101.7888889,"12",22.0841202922723
"4182",20.6,23.78411111,16.86666667,105.0777778,"13",20.4104769993714
"4183",18.3,20.76094444,14.9,107.0333333,"14",18.9962373970603
"4184",14.6,19.57527778,14.65555556,106.0444444,"15",20.1146194142333
"4185",19.9,21.44683333,14.95555555,104.3,"16",21.1817074307233
"4186",21.5,23.5355,18.46666667,98.02222222,"17",23.8193036401276
"4187",20.6,28.68477778,23.21111111,91.13333334,"18",25.7399895150897
"4188",49.4,45.05322222,28.41111111,87.3,"19",41.8140243624454
"4189",32.1,38.75016667,34.24444444,84,"20",34.7305431006372
"4190",29.8,37.47383333,39.9,81.35555555,"21",33.6885767935042
"4191",28.7,39.78527778,45.7,79.37777778,"22",28.3087049640831
"4192",37.9,43.5285,50.78888889,77.55555555,"23",31.4486181713982
"4193",29.5,42.59388889,52.86666666,76.46666667,"0",29.9314475322456
"4194",29.7,40.25861111,51.52222222,75.4,"1",24.657789261027
"4195",31,43.72905556,52.11111111,74.58888889,"2",27.6609621596311
"4196",33.4,42.97644444,50.97777778,73.6,"3",27.8177352055661
"4197",29.6,44.80588889,52.63333333,72.77777778,"4",29.1939420923789
"4198",34.2,47.40566667,52.02222222,72.03333333,"5",32.7859618036704
"4199",50.1,69.02405556,52.72222222,71.93333333,"6",52.0057449180813
"4200",49.2,64.85988889,51.48888889,72.44444444,"7",47.4322612010932
"4201",48.4,60.808,44.5,75.87777778,"8",44.5922270226545
"4202",35,43.7935,32.54444445,81.84444444,"9",32.9545303313517
"4203",31.1,41.73716667,28.28888889,87.38888889,"10",29.7062342567645
"4204",24.1,31.86833333,20.9,94.01111111,"11",21.9890818005269
"4205",23.4,27.38656897,16.77547893,99.03716476,"12",21.3972576546722
"4206",19.3,27.05203257,14.33333333,102.5222222,"13",22.1647710629173
"4207",18.4,25.22821326,12.03333333,104.3,"14",20.8929813447055
"4208",22.2,24.07777778,11.85555556,104.1222222,"15",21.999900881817
"4209",20.1,21.70208429,12.57777778,101.9333333,"16",21.3510064489976
"4210",18.5,25.34305556,15.04444444,95.72222222,"17",24.7201760640119
"4211",27.1,33.96344445,20.56666667,88.01111111,"18",30.4925879181705
"4212",27.2,36.54011111,32.64444444,83.04444445,"19",39.2690706716927
"4213",24.9,33.78005556,40.41111111,79.42222222,"20",30.363223260388
"4214",23,34.27977778,44,77.45555556,"21",30.5993225245719
"4215",20.8,34.00816667,46.47777778,75.84444444,"22",26.8978546336887
"4216",19.3,33.95622222,49.17777778,74.67777778,"23",26.519667566937
"4217",18.6,35.94138889,55.32222222,72.85555555,"0",26.5802502702635
"4218",23,36.36772222,58.21111111,71.78888889,"1",24.5068405748533
"4219",17.3,37.23061111,60.16666667,70.9,"2",22.691193673655
"4220",18.6,37.99988889,59.6,70.56666667,"3",22.424015339024
"4221",20.4,40.12127778,60.03333333,70.07777778,"4",23.5353888551153
"4222",22.9,42.44494445,60.72222222,69.95555556,"5",24.4021837010492
"4223",21.9,44.45594445,62.67777778,69.15555556,"6",27.2615344419932
"4224",32.4,55.00105556,61.95555555,69.76666667,"7",36.5008922218004
"4225",34.2,51.84205556,56.85555556,72.66666667,"8",31.0988344039385
"4226",32.1,44.35666667,47.5,78.78888889,"9",29.4699567534931
"4227",32.7,43.6065,37.58888889,85.42222222,"10",29.6903859891915
"4228",27,36.63116667,28.34444444,92.08888889,"11",24.0150498495723
"4229",26,35.01872222,24.76666667,96.24444444,"12",23.0608648557792
"4230",23.6,30.37744445,22.5,99.05555556,"13",23.3663383662012
"4231",17.5,24.581,19.65555555,101.4,"14",20.7100833457036
"4232",20.4,26.10127778,19.44444444,101.4333333,"15",22.9823426567584
"4233",24,30.29377778,21.25555556,99.08888889,"16",25.325736373815
"4234",25.2,32.55538889,26.56666667,92.83333333,"17",27.8954204072355
"4235",26.3,36.42519349,34.81111111,86.02222222,"18",32.6076136161427
"4236",39.2,46.67155556,41.08888889,82.87777778,"19",41.2416812139144
"4237",32,45.90033333,45.13333333,80.78888889,"20",37.2877262259479
"4238",34,46.58122222,48.71111111,79.27777778,"21",37.5206675200986
"4239",36.6,49.02483333,52.06666667,77.94444445,"22",38.1080142912923
"4240",38.3,52.31644445,56.96666667,76.22222222,"23",41.9087803706682
"4241",34,48.47977778,56.22222222,76,"0",37.0876855390776
"4242",32.7,48.79088889,55.85555556,75.94444444,"1",33.5005011688025
"4243",30.7,47.13516667,54.14444445,75.82222222,"2",31.9409655921303
"4244",27.6,44.04555556,53.34444444,75.53333333,"3",28.9007651884702
"4245",29,44.59427778,55.84444445,74.47777778,"4",28.5211241874089
"4246",31.6,46.71961111,58.6,73.57777778,"5",30.9530065854016
"4247",26.7,47.36218391,58.75555556,72.85555555,"6",31.1986612385277
"4248",30.1,46.49720072,57.28888889,73.07777778,"7",28.9099014727218
"4249",23.2,39.50633333,53.54444444,75.71111111,"8",23.516953281467
"4250",26,36.48916667,46.1,80.96666667,"9",26.9885945453058
"4251",22.2,33.60444445,38.08888889,87.08888889,"10",19.6842149464401
"4252",28.2,33.76688889,30.37777778,93.87777778,"11",21.1963046042098
"4253",31.1,32.98433333,24.97777778,98.63333335,"12",22.5458215237037
"4254",17.1,26.79438889,21.55555555,101.2222222,"13",21.7472241445117
"4255",13.8,23.49455556,19.47777778,102.9111111,"14",20.2219205232338
"4256",20.8,24.98783333,19.23333333,102.7333333,"15",22.4761340998677
"4257",22.1,27.18911111,20.3,100.3,"16",23.8883561428288
"4258",22.7,32.69494444,24.43333334,93.84444444,"17",27.8710027068411
"4259",32.1,41.10572222,31.71111111,87.37777778,"18",36.7839437071624
"4260",42.9,47.13077778,35.21111111,84.88888889,"19",43.5158015444174
"4261",34.4,45.55844444,41.47777778,82.94444444,"20",37.8289235877055
"4262",37.4,44.20222222,45.46666667,80.81111111,"21",35.0787297739687
"4263",35.7,48.07433333,49.08888889,78.85555555,"22",37.565650266174
"4264",47.2,54.5715,52.62222222,77.62222222,"23",46.0021414004415
"4265",39.5,53.98638889,54.71111111,76.45555556,"0",44.1830123845276
"4266",43.5,53.64127778,57.34444444,74.74444444,"1",39.7650253108835
"4267",37,49.69061111,59.75555556,73.52222222,"2",34.2041783656384
"4268",36.6,49.68677778,60.4,72.98888889,"3",34.8873650920329
"4269",34.4,50.35405556,60.07777778,72.62222222,"4",34.8388749096843
"4270",38.6,53.42738889,61.53333333,71.82222222,"5",38.8870540418039
"4271",39.6,55.67083333,60.31111111,71.98888889,"6",39.9565201530153
"4272",42.4,64.07944445,60.7,71.84444444,"7",45.4189744261328
"4273",43.3,62.69,55.02222222,75.21111111,"8",43.6344768723978
"4274",28.8,43.16705556,42.74444445,80.46666667,"9",29.396259050239
"4275",26.4,37.7135,32.54444444,87.67777778,"10",26.8477017769005
"4276",15.1,22.78288889,21.2,95.73333334,"11",19.6533112327481
